GeneID	Length	Ngfr-N-1
667276	1020	0
12968	642	0
12967	635	0
12966	612	0
12965	605	0
12964	615	0
98303	2180	10
15926	2438	11158
18711	11255	1449
213527	2414	2
12969	622	0
17756	5520	1509
100038569	1663	1
329178	13533	41
66646	2630	1204
68691	4760	927
11363	1892	5635
100862127	515	0
17901	1111	1
14768	4461	1588
227231	4704	7
13869	4257	40
100502712	2069	0
22779	9424	2562
66722	2270	140
320460	4655	0
12021	5448	79
74591	8323	10
108147	2611	1430
14268	8312	443
100042814	1193	0
667931	1019	0
71134	1093	2
433319	483	1
381269	2493	133
111175	1186	239
271711	2815	0
22596	2556	1568
381270	4187	198
54380	6715	1262
319695	4573	0
19981	588	1063
16008	1330	39
16011	5854	34182
21958	427	0
69449	571	1
723792	1560	7
78718	551	0
109198	1801	2
21961	9966	799
435626	2336	6
100862357	817	0
12765	3043	0
227288	1125	0
100316687	67	0
76709	1597	5215
227289	990	1
227290	1820	4300
56695	3501	619
69660	2309	6134
241112	2101	289
18173	2304	28
227292	2776	2521
387219	85	0
22349	3117	60
319651	7196	728
58184	3266	880
18802	3121	11
77264	7472	674
66821	1829	337
57751	1475	825
269209	5235	454
67534	4253	642
104086	1890	105
241113	2832	0
22420	2068	5
22409	1962	95
12570	2704	7
260298	1479	0
12958	702	14
723900	64	0
241116	5718	1375
16147	2444	4
75570	860	131
22626	2059	252
69171	2738	1788
227298	2557	2405
68818	1299	680
74104	2934	1636
245860	3764	1486
52231	2764	682
74577	3451	383
20872	2885	1172
22145	2053	3376
381272	767	6
56812	3203	1838
19275	3535	40
19711	710	12
13437	1946	1958
13346	2150	0
100503248	676	0
11790	11933	15
69080	1528	1517
100862164	449	0
241118	2650	1
74241	3235	1604
319998	2185	218
98733	5770	547
16322	1463	240
71728	4458	1270
20536	4441	369
100862333	771	0
620079	2188	0
13838	6328	699
18505	3868	0
100039210	1208	0
433323	3998	5
23874	2132	1993
68393	1206	2
74205	3950	3016
195434	3981	673
57814	2463	3
20254	2485	159
100862182	832	3
252903	2876	344
69368	4714	577
100038695	1791	1
69163	1424	658
100862198	480	0
20720	2055	118
241128	2862	1
26554	2764	3807
72208	394	0
210293	7303	149
241134	4919	0
16367	9163	573
100503073	3039	2
76867	3757	1203
100503095	2833	2
12829	7808	54
12828	8609	41
75734	1866	1685
66261	1503	0
100044526	654	0
15463	3137	1331
80721	2974	69
71386	992	0
20297	802	194
71227	1670	65
77629	6512	0
98496	2667	91
227325	3632	90
100628595	77	0
14897	9632	7364
66153	900	394
71781	2349	1
100503433	891	1
381287	1760	0
621875	1334	3
100040135	1348	0
665378	1621	54
620078	1971	11
100040213	891	3
100039794	1073	4
665338	891	2
109032	1971	344
434484	2417	80
100503502	852	3
100503045	659	0
20684	2158	1989
319997	1936	77
12283	3800	10306
64294	2024	6294
71141	1148	16
227326	2550	4
70060	1602	2
72792	3331	289
70247	3256	5130
15559	2072	9
78795	5258	422
100861644	653	0
227327	2595	43
383538	483	0
17975	8257	9442
100303740	116	11
80828	68	0
319336	1266	13
14767	1218	2
71863	1721	5
19231	1192	2554
18582	1092	512
26895	2231	390
18159	1042	2
208718	3171	690
11650	2113	0
76768	2337	0
11648	1680	17
13599	2698	6
69453	1999	0
11447	2910	4
11449	1921	0
26987	4928	1458
98363	1805	8
227331	5743	2146
100040591	1349	1588
73234	462	0
53972	3384	1349
319977	1676	20
620454	1602	1
23956	2018	82
16331	4938	282
77040	3180	1277
100217415	248	2
20215	1718	6
100503175	947	0
227333	5694	1525
227334	5316	1038
394430	3242	0
394434	3216	0
394432	3294	21
394435	2293	48
94284	3302	1727
394433	3208	0
22236	3206	1
15504	1017	35
394436	3229	7
100040766	7526	9
381280	8439	255
78605	3662	0
171382	3844	0
75396	870	10
14659	1957	0
100503197	2622	5
320982	3967	3000
78650	476	2
73475	603	2
98402	3673	1989
77331	591	0
347722	9581	2152
74403	3611	0
14472	2126	0
208372	1404	0
74918	3210	326
12778	2579	873
108679	1843	1058
433332	1207	0
12835	10841	36
171531	4484	7089
623503	261	8
19329	1950	922
16978	5743	4438
329207	3851	14
51801	3022	1307
67921	1363	1197
665783	892	163
50880	2207	596
227357	5442	6
100503326	684	0
70788	3020	1
227358	2815	41
67444	1368	1268
67086	547	15
55927	1335	1325
18627	5837	4770
74019	3500	1382
65247	6072	699
13345	1312	1
208727	3960	442
67273	1220	1823
259040	939	0
258228	936	0
259041	1189	0
259039	1082	0
258274	966	0
258483	972	0
258484	969	0
257890	1121	18
66915	711	851
260301	704	7
14733	3552	311
100504295	543	0
387167	66	0
241158	3243	61
67446	1491	335
108657	3039	3091
100037260	1689	1
23830	2877	543
64095	4396	72
208760	1088	0
16560	8257	159
11611	1517	15
71874	2362	1923
381284	7348	926
208777	4474	1467
69821	3315	1741
269224	5119	152
66385	3653	1098
404545	3217	156
110611	6238	17399
18000	3335	4690
227377	3912	377
59041	3254	2979
51800	1432	351
67026	2160	1220
66615	2964	1410
21915	1310	596
66262	4539	1182
98314	3058	643
381334	2846	20
100041596	1185	31
666009	570	11
619597	4059	0
241159	4511	0
18566	1930	33
74689	1565	0
67698	2107	545
20452	5677	39
75381	761	0
100504401	921	0
73454	356	0
75159	583	0
227394	2394	2106
329217	3849	375
67854	2475	0
74441	2433	0
634331	2091	0
634346	2300	0
52392	2738	1294
227399	5565	1576
252876	2041	221
18484	4103	24004
78603	1178	43
69030	1687	7
70866	2328	0
100504494	800	14
241175	5120	4
100504525	886	0
23836	3722	8
320311	8529	57
100504568	1284	1
27392	6777	859
227446	5406	2115
100042023	231	17
21934	5022	468
635504	465	6
227449	6661	1514
626049	545	3
98432	6104	1894
12043	7749	444
320761	1243	0
70750	5582	1722
20479	3272	2574
20724	2565	704
71869	1735	231
241196	1607	0
20248	1629	0
394252	1164	0
383548	1632	0
381286	1659	0
66957	1699	2454
116872	1887	3
18788	2047	1368
241197	3490	437
20725	3289	1001
241201	3353	0
227485	3054	0
319901	5763	574
636808	3915	0
634762	729	0
22099	3040	1780
67949	1894	812
76707	7899	1372
68204	597	19
81879	9270	2678
14633	6708	15
16324	4255	1343
100502628	748	0
64143	2277	594
226351	2830	347
226352	7746	1653
19258	4707	364
66343	3301	170
226356	2511	98
319229	1924	0
170706	1017	147
13167	745	1466
73103	1089	42
68428	3177	33
226359	2000	0
17167	1985	0
13798	2554	0
98452	1580	0
72999	2524	1831
70829	7256	834
15564	2019	0
66942	2249	336
100502702	453	0
269109	4630	0
74117	2746	3057
74150	2597	2773
71111	2690	77
72585	2047	0
210356	7593	13
107895	3104	777
667090	484	92
72160	2517	32
266645	2303	0
100502745	464	2
72949	3514	1817
22625	3936	191
226407	4251	2133
226409	4154	234
226412	4812	1824
387147	70	0
67812	4093	3524
226413	6166	2
17219	2901	1062
226414	2509	2281
12767	1814	211
210417	6253	0
100042740	613	60
13137	1324	19
13136	2527	8508
22789	2034	0
12269	1883	2
12270	754	33
18640	9621	5714
226418	3843	264
212439	2909	4607
64435	1911	115
100502856	1065	98
18703	3849	64854
69169	1491	14
93672	1116	1
58181	824	0
329244	1023	1
16153	1306	18
17164	2567	3669
226419	2072	399
16865	2290	1210
54354	3405	289
56489	3203	913
14270	8040	2031
108900	2105	44
26361	4148	0
13034	2120	20
226421	2523	55
320718	3640	160
212933	3540	155
98396	4660	1323
226422	1189	276
98415	6096	2232
212980	3426	4368
13714	3671	582
213006	4853	1369
18557	3046	978
723818	97	0
213409	958	197
213417	4269	1233
74137	3132	1469
68875	3410	148
213452	6385	1421
213464	3632	978
74626	1742	124
21367	9535	1
269116	10379	104
100038653	1879	0
16980	3346	7
17248	3490	1535
240752	7929	1532
108954	5588	4082
240753	7457	4377
100502933	3112	48
68338	1842	16
280287	496	1
19701	1423	1
214253	2279	25
20668	3531	918
20643	492	658
70579	4395	3889
667118	5007	1585
240754	2371	40
381290	8292	135
269120	2074	0
116847	3602	41
100502984	884	0
14264	2859	3
100502999	532	41
12227	3083	26202
667414	432	0
71884	1711	23
12654	1689	305
53311	1829	1
11539	5786	18
17928	1480	0
68507	6067	73
57439	3169	2130
240755	1770	1
72017	1626	611
72674	2024	4366
100861791	590	0
240756	3196	723
98710	1960	662
100503055	641	11
71001	1457	0
75605	6300	3095
20980	3386	14
329251	6185	202
67196	1079	85
329252	3623	6298
13924	6089	15
100038590	915	1
320139	3264	48
68724	1702	1278
171469	2253	2
13710	2000	13903
215615	2301	4348
21854	917	705
93689	3942	35
77552	1190	46
226432	6236	1635
215690	12767	276
13007	1770	7477
27280	1467	645
21952	1114	8
16763	2992	3633
21956	1194	25
18772	4486	1261
226438	8996	0
66241	1750	1602
12292	6260	17
329253	508	0
16565	9119	716
76422	2922	17
67313	3013	1549
100042513	584	0
383563	1960	0
67886	7823	6062
320054	2097	38
67997	2228	435
381293	8770	52
71084	1846	0
226442	5275	1059
100503460	489	20
100503474	1199	4
667686	385	0
26424	3857	0
320138	3023	0
735252	87	0
723890	80	0
19264	5664	409
338375	1887	1
59125	3366	6639
545363	1930	1
16876	5750	0
69549	571	90
75546	410	0
329260	8314	995
170788	4702	32
71209	1111	0
226470	8362	821
12316	9866	183
14060	2378	0
50702	1732	0
624286	999	0
214403	2887	2
545366	1602	0
12628	4365	2631
240776	3957	0
75910	551	0
226472	591	0
214498	2678	1332
26878	4578	3648
69367	3730	777
20822	8721	2194
56207	1851	564
19735	3009	1190
100861894	494	0
246709	1497	171
50778	1330	547
624910	459	11
64214	1859	3
215378	3172	0
100043240	3910	2
791353	1179	0
100503781	490	0
18783	2846	1718
320019	1098	2
19225	4150	2983
100043257	532	557
100043261	345	0
20028	1247	0
75584	610	0
226499	3242	1567
108989	7550	5793
96875	4278	31
545370	18316	70
402734	2640	6
73176	1674	0
117198	5037	5798
66875	3668	1012
98685	2665	1125
19821	3028	1128
100503012	373	204
63913	3939	1004
66967	6604	2504
69399	9754	308
66637	1133	197
269132	4056	6
19731	3887	104
100861876	505	9
71281	1566	8
67771	1897	3320
100503084	519	0
17970	2596	68
226517	6069	2320
226518	4523	20
16782	5164	2656
226519	7622	2157
626058	2827	4
71836	2045	0
13211	4613	5037
74091	1403	20
67792	5804	8
329271	3337	1
19734	2335	9
24014	4758	397
240816	3640	4
240817	1654	2
433365	2527	0
240819	1415	0
14645	2782	9245
100861882	573	0
207678	1877	0
78112	613	0
12290	12697	6
15939	3270	2727
15064	2509	860
58244	2459	1166
207792	4611	11
100503411	2791	0
19775	7651	2138
433367	1751	1
72482	1942	669
16872	1853	0
100861926	688	0
104009	3361	21602
74081	13307	3215
208263	4439	2723
240832	8112	4796
329274	3687	0
214575	3443	22
170484	3108	0
77352	3297	10
20652	4785	878
11352	10714	1555
30935	3268	1444
100503836	636	0
215015	4238	2847
78255	7133	500
72713	2190	5
73435	898	0
226525	10046	647
69953	1194	88
226527	1289	304
89867	4651	9
100504090	420	0
240843	4101	12
11899	7224	6
735253	109	0
23850	8585	10
72025	2475	0
26374	5056	739
100217414	118	1
21960	5395	8
67647	5391	1008
75255	887	22
329278	5812	11
64659	1970	856
12301	2115	1507
29809	9489	2826
100316784	109	0
620246	1086	2
620750	465	5
381305	11011	2192
11905	2162	4
240869	3883	170
14455	2554	2929
100628588	91	0
100217446	65	21
226539	3581	348
70454	4327	80
226541	4037	323
73844	3723	71
100502590	954	1
11758	2334	62368
22164	1609	0
240873	2064	5
14103	1935	19
226551	6308	2742
75368	1164	1
67292	3301	637
103967	7523	56
72753	919	2
474332	7928	1
723821	110	0
387210	110	0
71449	2791	315
53330	2532	347
17926	2080	10
100038657	741	0
226562	10444	6728
226564	1787	37
14261	2326	1367
55990	3336	13809
226565	1870	6119
14262	2010	47215
78258	2956	6
18933	7448	14
98376	2509	323
240879	1053	0
16579	3907	1254
240880	4069	968
381306	2912	78
69962	1457	260
20339	2912	1
20343	2321	19
20344	3438	3
100503816	1241	3
14067	7406	4348
116914	3546	305
74895	1896	1206
66352	4035	946
171567	3011	1339
11931	2422	31530
56429	1636	117
433374	1588	5
16963	502	58
69476	357	0
75857	998	0
83993	2662	0
108735	5526	2280
226591	4395	861
240888	1943	5
74106	3306	1930
70456	854	1454
271639	5209	0
68481	2356	483
100503268	612	0
226594	2670	66
100503283	1514	1
433375	2125	1276
12503	4604	52
18986	13123	672
240892	4025	0
59290	2293	8
98558	1546	1
100039795	8260	68
100503318	2514	10
27878	2145	562
71592	7372	563
226601	1744	0
226604	3012	0
240894	3065	0
100503962	936	0
226610	4986	19
80914	1338	747
68944	4474	1357
100862084	376	0
56752	2833	1041
66447	635	945
240899	1137	0
100503977	287	0
20183	2363	1
110648	3338	1
18514	9027	7102
66977	2405	89
19737	1809	0
100862094	1412	0
19736	2941	1
78465	1440	258
15490	4574	366
67303	1135	18
18214	8290	146
107652	2283	3954
16589	2024	552
545378	399	0
622708	1691	3
26904	1433	9
665574	3833	1072
76925	713	14
70729	3684	286
320078	3095	405
226641	7463	2722
80915	1374	262
435653	1284	0
98752	1727	12
14130	1547	24
246256	1250	7
14131	1353	24
75472	1034	761
66052	1179	2475
17528	1993	45
66425	1575	188
12355	1414	1
641376	2920	698
11807	521	22
14127	658	51
226646	1606	3460
240913	3673	2
57370	1998	2130
19044	1821	1241
30941	2185	1064
66155	964	1004
100862110	308	0
100504072	1662	2
21945	2733	1168
27045	1374	1062
18637	622	682
68874	1555	275
71740	3504	2471
226652	4488	113
22278	1822	891
226654	551	752
16456	2482	5436
56009	1273	181
16429	1140	968
18106	3758	50
17085	2449	23
75345	3977	39
12506	1142	62
100041098	195	282
27218	2688	4
12523	6253	27
100038548	2574	4
100862186	671	0
30925	2443	1
93840	2260	147
18071	2487	0
59287	2855	3557
12847	4629	9425
100504176	730	2
19298	3131	1645
98193	3743	4835
18611	2477	1013
12372	1874	3
27222	3485	0
98660	6227	247
140559	2234	1236
16524	3270	0
16513	5407	74
67556	7569	624
100862199	620	0
98365	1145	36
93842	4249	604
21346	1382	4681
71870	1822	487
71319	941	79
240916	1879	42
74748	2040	12
677296	1914	4
68440	1417	297
100040320	811	4
12944	1698	0
20219	984	0
18313	1050	0
258759	933	0
258758	1063	0
258880	942	0
258881	1034	0
14125	1026	0
258645	991	0
100504232	694	0
13349	1158	4
94332	4159	20
383619	2541	18
240921	2951	8
545384	1294	1
623121	2680	3
236312	3497	31
100033459	2987	19
100504251	716	0
226691	3484	43
15951	2296	43
100504287	1468	3
666028	634	2
100040462	1908	115
381308	1651	18
15950	3793	91
26388	1796	186
226695	1613	22
258712	1004	0
258711	939	0
258713	954	0
258717	943	0
259162	948	0
404222	924	0
258716	948	0
258715	1050	1
258302	1046	0
20739	8405	0
258710	1088	0
66289	803	0
258238	930	0
258709	1010	0
258756	955	0
546747	978	0
54418	6442	21
23893	3745	2
24012	2487	20
14194	1632	2147
98256	2498	11
13603	1721	66
12663	6117	488
75820	3817	1
26909	5506	49
319455	3894	18
545389	6930	217
723921	99	0
76816	2619	465
15365	1510	15
23797	4735	699
30928	5106	1445
75589	698	2
69428	749	121
11566	2553	5988
631584	2790	0
545391	1663	40
78825	4214	1058
791357	1199	8
75164	651	0
666295	875	1328
320110	427	8
66359	448	831
51810	3670	11863
68226	2539	147
269152	7406	108
69726	3769	345
15278	2448	235
226744	4545	1353
109232	1922	483
226747	8831	2649
100503705	1428	0
226751	8656	495
67426	4076	508
19165	2084	547
277333	3581	54
320404	5101	1436
381310	6557	2
11545	3827	2203
72568	3377	184
27217	2294	0
170760	3471	2538
100504581	591	0
15078	1076	852
208768	3189	1182
100504598	177	4
320202	2462	0
100862334	599	0
69051	1599	564
13590	1604	75
208795	3239	4512
13849	1665	9667
619326	1898	4
67459	3060	846
98417	3268	652
226757	7047	5695
329307	2505	3
72978	2727	10
403180	1819	121
240960	13996	21
98386	3552	1435
433384	1343	2
13800	4288	1393
27058	1388	831
625823	921	0
13244	2005	2102
67330	686	0
67948	4913	1340
209456	4370	2900
12334	3185	6348
170725	3705	47
433386	2055	0
96935	2035	199
53791	3199	390
68897	5030	463
71678	3456	898
108909	3293	484
338366	6678	8117
21339	2386	528
78772	2736	9
73363	967	23
63953	2712	522
73590	778	0
74971	1722	0
15284	2149	8
66112	2161	0
67247	1883	1781
100316821	82	0
226777	2853	5
226778	4565	65
98732	6988	1487
100217449	113	0
381314	3540	2459
387189	67	2
387211	112	0
23827	2182	1502
107508	4850	4467
319562	3406	2
100039138	2761	0
226781	5836	0
114668	709	0
226791	1577	304
21808	4725	294
67223	1213	274
110957	3212	2
74717	1645	76
69308	823	0
67769	4565	769
100862400	1119	50
26381	5580	88
320272	2212	0
22283	15891	0
226823	3703	1223
16526	3959	585
100042424	516	498
100039307	642	5
108000	11130	301
19250	10746	2454
226830	1605	410
19130	4139	64
100504619	832	5
320119	3995	419
52477	3349	1425
226841	4190	11
226844	4087	1210
100125339	1649	4
75558	428	2
68972	1258	199
381318	2973	27
381319	712	3
619288	2234	374
11910	1977	37210
100504360	568	37
100861628	406	0
66208	658	89
66950	4204	205
226849	3082	808
100504379	2421	1
76843	4202	158
77065	3252	929
226856	7246	4718
18005	3197	506
98736	4362	14
22782	5230	831
74023	3720	40
22033	2102	239
100628582	81	1
100042625	720	2360
214742	1597	406
100038712	2612	165
16510	7143	64
226861	2835	79
320952	2041	0
73455	404	0
214791	3401	270
100503471	624	24
329324	1731	4
215193	5548	402
54139	4125	4110
319266	3834	241
215243	2121	26
15483	1446	8
14373	843	0
100503531	873	0
16780	4055	1759
215303	2453	2
387201	68	0
74942	578	0
18845	11036	310
100628615	64	0
12490	2621	78
320400	2491	9
320977	5195	185
723963	81	0
387224	88	0
17221	1213	42
12946	1662	1614
12902	6207	14
215728	2801	0
619314	1938	0
670558	2817	117
76142	2524	585
70337	1540	51
213783	7415	742
270685	4332	198
83397	6247	107
381990	3227	679
66084	1849	233
73419	2290	330
100504234	2151	161
13982	4319	84
64009	18115	523
68632	2777	0
22353	1527	0
67141	1807	72
108853	2621	239
56533	8191	19
100041224	522	0
18390	2639	0
320495	8240	47
215748	3448	883
77777	1819	12
237253	3403	392
18537	1917	1265
320642	1253	40
69912	1290	172
407824	2188	58
16798	7215	2271
23924	1775	1140
215751	1557	1357
100503695	916	4
67418	2896	1236
237256	4093	39
100628581	94	0
68652	4278	3184
338362	4284	26
70097	7183	2221
791352	3151	0
320825	2495	189
620417	2980	0
78808	9074	1158
215772	5218	381
67844	2054	390
382450	3785	1
14816	6990	1
78056	444	0
268281	9293	967
71865	5114	489
13853	1079	46
22288	12382	1702
320273	1182	9
74732	2396	20
66125	734	967
22634	5260	1904
100862331	414	0
75122	1053	0
353258	1769	948
215789	8913	2560
66848	3954	4016
56535	2405	677
66757	1453	109
66253	1054	737
15273	9768	1847
100504211	3928	11
215798	6505	262
100039571	514	39
66201	1325	847
69412	910	0
76743	1477	0
18101	1173	0
100504235	3401	0
17684	1969	3008
378431	4457	39
380629	3667	1030
73112	810	771
19707	2618	1451
100045792	2900	109
215814	1166	205
215819	7638	914
56016	1910	547
215821	8216	311
237300	2355	0
73968	2928	27
64058	1901	8107
21929	4595	2536
100504265	6220	0
94222	2066	33
15979	2099	1563
237310	2468	1
237313	2088	0
76157	2629	77
18634	1894	1271
26408	5393	2290
17761	3895	5271
73811	629	1
621697	592	155
72567	5454	4223
71804	2307	31
29863	4127	6
52906	5094	364
100038717	3304	6
100504283	1667	2
17863	3777	1231
56422	4893	1278
73990	1016	2
237320	2243	0
76924	485	0
67692	1061	0
432436	2206	4
20393	4158	18285
114671	1771	0
319887	2292	34
379043	1274	68
667281	952	4
606736	4515	4
56554	1271	1
100038752	4548	0
353169	3762	593
237336	2875	973
100504411	1274	0
100038582	2198	0
21412	1239	2
14051	4099	1972
20042	518	118
100529074	105	21
100529075	68	26
76306	2837	703
26464	1811	334
22361	2416	77
111174	999	0
209512	1020	3
493809	1032	0
209513	1044	4
215854	1014	0
215855	1038	0
215856	1077	0
209517	1077	0
435206	1077	0
276742	1077	0
435207	1077	0
215859	1035	0
382348	1035	0
494546	1109	0
503558	1047	0
53331	2500	1537
100862153	747	0
59012	3083	127
14219	2403	10749
18605	3224	283
209558	2815	254
70208	4946	1112
11846	1477	133
432442	3123	229
13822	4464	250
100504474	674	0
73803	865	0
215866	1543	0
77220	4115	1
100040851	1193	0
268288	3554	7
237339	3411	427
667572	1206	0
73910	3616	771
16773	9713	39
100040961	485	12
19272	6177	4579
210757	3981	21
100504516	4347	2
114676	1545	24
67719	1319	3
67412	3948	9
212448	5644	4
52665	3180	274
68031	4404	1184
72780	2397	32
100504540	2648	0
66311	1512	29
73681	2359	298
100504586	3440	698
66847	696	315
211329	5338	499
15214	2532	8
69692	718	291
21987	1267	154
100041294	710	342
268291	2860	246
432450	3745	0
76757	4514	0
442820	1844	0
100862254	809	0
215890	2500	0
215895	882	0
57430	1096	0
212892	3650	585
72580	2364	466
414093	7840	8
66521	1082	197
692132	1185	0
270711	3714	0
103511	1786	9
215900	1082	19
212898	4225	472
22110	2696	1969
72480	3900	557
319638	2716	1163
12813	3130	3
14302	4805	1116
100041585	3201	82
319415	3098	0
15182	2004	2035
17118	4186	417
215919	1054	0
16775	6046	98
66337	730	119
71924	2929	118
327743	1418	16
14360	3692	90
100504626	1313	2
103213	2867	1252
327744	1664	62
19714	10666	1927
100504659	947	2
213332	781	49
75299	2400	36
72045	2285	2
100041085	1782	64
215928	5981	7
215929	2679	44
72472	6556	283
67239	1890	377
67371	1020	748
19850	104	4
11702	3206	985
78334	5807	2186
70840	2243	0
70503	3000	557
327747	1529	15
71713	3366	1253
83767	2550	20
100504721	508	8
140741	1092	3
103199	3263	809
633979	5640	212
268294	2831	503
171580	3563	108
20598	1602	775
73075	1070	334
53599	2830	17437
75973	2749	407
70538	617	1
629461	2137	127
100628609	55	0
103268	2392	128
140742	3339	974
213402	4865	107
624784	2896	38
