GeneID	Length	Ngfr-N-2
433287	3016	142
320705	2292	3
13518	23242	4137
100628580	79	2
69668	1705	399
27993	2249	791
52318	3559	244
19253	1578	2241
21755	1246	0
12627	1038	17
21756	1301	1
211383	4356	1
241051	2676	0
226970	2714	263
214469	5080	3662
226971	5469	4609
50785	3719	1660
320011	9029	2819
214854	2583	135
214855	5699	1913
226976	4663	1901
214895	2225	974
94220	4582	946
94218	5283	653
78321	1954	178
109346	1786	224
20353	3805	579
381337	2577	4
12859	569	634
226977	2077	2090
71166	1127	3
22637	2180	29
56030	6548	3147
70853	4422	180
12790	3498	1
269180	6817	560
76178	3862	1808
67387	1412	1060
269181	7054	3756
77633	2755	9
100861893	736	0
72097	4361	3543
100503734	2218	3
211484	3400	398
623661	1555	121
69028	1229	654
107734	691	799
332427	2564	0
69541	798	0
98258	4596	1427
226982	7797	3767
56210	4262	635
16764	6010	96
381338	5077	13
98388	3120	12
100503760	2386	0
433292	1001	0
68833	1706	1415
18143	4180	2402
114641	1254	144
54610	4440	1325
52846	3170	955
100217461	94	4
67702	2434	1304
263764	5799	12
619289	2000	0
100042065	359	0
73426	531	0
26921	5974	1640
100047133	858	2
16178	1343	94
16177	5035	1736
107527	1950	705
17082	6967	8
16182	4781	3110
16174	2487	32
110895	3822	692
226999	3493	198
211798	3152	384
381339	1096	0
74897	573	0
66297	546	0
18993	3065	0
73100	2841	0
69527	1419	526
93690	3860	0
73122	5538	1635
98404	3457	614
14200	1563	606
666642	647	3
17974	2775	1052
100861934	1421	5
78896	888	16
67883	1263	400
100503192	585	378
22019	4649	2774
433294	1086	3
75623	1265	169
72050	2324	402
246229	3571	530
22592	4010	633
100861960	766	0
403183	3181	0
70676	2976	171
75066	906	0
12825	5564	154
12832	6615	20
73674	2612	1024
433297	641	508
53945	3380	221
100042453	717	1
212225	3483	1
227058	12318	403
100101919	12384	321
227059	4961	914
442837	542	0
56363	3339	2
442821	2552	1
20324	3055	2544
109019	2838	1309
100045066	3051	5
17912	5042	2131
20849	2981	17
100042634	432	1
20846	5356	3118
14660	7488	2671
17936	5088	2354
227094	3394	354
98682	5591	4355
16329	1776	428
227095	1704	1111
67080	834	21
17700	2682	29
69397	627	0
227099	3032	144
227102	1846	497
72085	2283	156
70396	2362	749
627872	12272	136
98267	3278	575
329152	11336	5
78016	3807	85
98488	3005	418
241062	10579	323
329154	6140	479
81898	6192	10486
67876	1733	2155
15510	2332	2836
15528	768	734
19070	2826	1724
74013	3677	9
212679	2882	185
75388	1258	0
227120	6555	14
626009	1369	201
329159	1906	0
71066	1408	0
212712	5286	66
329160	3728	20
407809	3304	0
75323	2052	2
73467	3008	190
68736	1442	252
68115	1325	418
67198	4045	2049
51960	2733	236
68549	5416	145
11761	4382	2454
71724	4360	28978
71872	4973	12
213043	4776	6
66882	2833	4659
12747	3088	6346
70225	1630	388
65102	2105	518
18393	3371	650
100504455	2126	4
213056	8695	811
66495	532	843
100504501	936	24
108812	1579	23
12633	7814	1766
12370	2777	792
70827	6240	1260
227154	2318	407
73463	2131	0
381259	1972	223
227157	3087	10
74018	7038	903
271697	1477	0
14369	4809	348
381260	3595	427
22218	1215	1340
55989	1976	1913
100217459	53	2
100217421	63	2
12168	3507	952
100504533	314	83
72750	5532	1359
70375	3650	26
57750	3376	302
241066	2604	169
100504573	431	48
269198	12108	1975
77951	1501	558
329165	5974	844
77300	9117	533
100043027	207	3
100042533	791	0
12487	4317	13
100504618	845	2
12477	1931	7
54167	3254	26
77341	892	0
72823	8392	572
18187	8122	94
74992	895	0
227195	13529	2054
100380944	1802	33
100504668	1301	11
227197	2927	2180
55949	1933	5854
100217464	113	31
241070	1606	0
73884	12621	51
23792	6879	1
241073	2427	7
76668	1711	211
75619	3205	505
74426	1756	6
433315	1432	0
93691	1344	148
12912	8421	1703
67099	2666	364
69941	713	20
227210	2927	492
14367	6914	1128
241075	8562	429
70861	1353	0
667276	1020	1
12968	642	0
12967	635	0
12966	612	0
12965	605	0
12964	615	0
98303	2180	5
15926	2438	9640
18711	11255	1495
213527	2414	1
12969	622	0
17756	5520	1492
100038569	1663	0
329178	13533	36
66646	2630	1082
68691	4760	952
11363	1892	5356
100862127	515	2
17901	1111	2
14768	4461	1422
227231	4704	5
13869	4257	74
100502712	2069	0
22779	9424	2430
66722	2270	218
320460	4655	1
12021	5448	77
74591	8323	16
108147	2611	1250
14268	8312	324
100042814	1193	0
667931	1019	0
71134	1093	0
433319	483	1
381269	2493	127
111175	1186	247
271711	2815	0
22596	2556	1380
381270	4187	210
54380	6715	1150
319695	4573	0
19981	588	942
16008	1330	39
16011	5854	25910
21958	427	0
69449	571	0
723792	1560	4
78718	551	1
109198	1801	0
21961	9966	859
435626	2336	7
100862357	817	0
12765	3043	1
227288	1125	0
100316687	67	0
76709	1597	4793
227289	990	0
227290	1820	4029
56695	3501	527
69660	2309	5736
241112	2101	427
18173	2304	15
227292	2776	2317
387219	85	4
22349	3117	61
319651	7196	880
58184	3266	832
18802	3121	9
77264	7472	749
66821	1829	302
57751	1475	869
269209	5235	567
67534	4253	861
104086	1890	130
241113	2832	0
22420	2068	10
22409	1962	67
12570	2704	8
260298	1479	0
12958	702	16
723900	64	0
241116	5718	2536
16147	2444	0
75570	860	108
22626	2059	237
69171	2738	1422
227298	2557	2092
68818	1299	588
74104	2934	1591
245860	3764	1515
52231	2764	624
74577	3451	370
20872	2885	989
22145	2053	3695
381272	767	10
56812	3203	1952
19275	3535	35
19711	710	8
13437	1946	1684
13346	2150	3
100503248	676	0
11790	11933	19
69080	1528	1546
100862164	449	1
241118	2650	6
74241	3235	1477
319998	2185	258
98733	5770	580
16322	1463	214
71728	4458	1223
20536	4441	368
100862333	771	0
620079	2188	0
13838	6328	667
18505	3868	0
100039210	1208	0
433323	3998	8
23874	2132	1799
68393	1206	4
74205	3950	2619
195434	3981	707
57814	2463	2
20254	2485	96
100862182	832	4
252903	2876	398
69368	4714	796
100038695	1791	3
69163	1424	578
100862198	480	0
20720	2055	138
241128	2862	2
26554	2764	4044
72208	394	1
210293	7303	73
241134	4919	0
16367	9163	605
100503073	3039	5
76867	3757	1063
100503095	2833	2
12829	7808	81
12828	8609	51
75734	1866	1512
66261	1503	0
100044526	654	2
15463	3137	1439
80721	2974	51
71386	992	0
20297	802	166
71227	1670	140
77629	6512	1
98496	2667	74
227325	3632	64
100628595	77	0
14897	9632	7875
66153	900	428
71781	2349	0
100503433	891	0
381287	1760	0
621875	1334	3
100040135	1348	0
665378	1621	49
620078	1971	4
100040213	891	3
100039794	1073	3
665338	891	0
109032	1971	316
434484	2417	86
100503502	852	3
100503045	659	0
20684	2158	1822
319997	1936	60
12283	3800	9513
64294	2024	5170
71141	1148	8
227326	2550	7
70060	1602	0
72792	3331	259
70247	3256	5666
15559	2072	8
78795	5258	451
100861644	653	0
227327	2595	55
383538	483	0
17975	8257	9481
100303740	116	11
80828	68	0
319336	1266	7
14767	1218	1
71863	1721	7
19231	1192	2383
18582	1092	392
26895	2231	354
18159	1042	2
208718	3171	705
11650	2113	0
76768	2337	0
11648	1680	3
13599	2698	1
69453	1999	0
11447	2910	2
11449	1921	0
26987	4928	1349
98363	1805	5
227331	5743	2283
100040591	1349	1831
73234	462	1
53972	3384	1210
319977	1676	21
620454	1602	1
23956	2018	66
16331	4938	166
77040	3180	1343
100217415	248	1
20215	1718	6
100503175	947	0
227333	5694	1597
227334	5316	1054
394430	3242	0
394434	3216	0
394432	3294	5
394435	2293	60
94284	3302	1728
394433	3208	2
22236	3206	4
15504	1017	18
394436	3229	7
100040766	7526	8
381280	8439	254
78605	3662	0
171382	3844	0
75396	870	7
14659	1957	0
100503197	2622	16
320982	3967	3036
78650	476	0
73475	603	3
98402	3673	1935
77331	591	0
347722	9581	1887
74403	3611	0
14472	2126	0
208372	1404	0
74918	3210	474
12778	2579	696
108679	1843	1150
433332	1207	0
12835	10841	11
171531	4484	6430
623503	261	7
19329	1950	471
16978	5743	4417
329207	3851	10
51801	3022	935
67921	1363	1185
665783	892	170
50880	2207	576
227357	5442	10
100503326	684	0
70788	3020	2
227358	2815	49
67444	1368	1291
67086	547	26
55927	1335	1251
18627	5837	5468
74019	3500	1795
65247	6072	790
13345	1312	1
208727	3960	493
67273	1220	1681
259040	939	0
258228	936	0
259041	1189	1
259039	1082	1
258274	966	0
258483	972	1
258484	969	0
257890	1121	4
66915	711	724
260301	704	7
14733	3552	297
100504295	543	0
387167	66	0
241158	3243	77
67446	1491	268
108657	3039	2848
100037260	1689	5
23830	2877	600
64095	4396	80
208760	1088	0
16560	8257	178
11611	1517	25
71874	2362	2287
381284	7348	1497
208777	4474	1876
69821	3315	1895
269224	5119	215
66385	3653	1049
404545	3217	132
110611	6238	17448
18000	3335	4118
227377	3912	438
59041	3254	2913
51800	1432	377
67026	2160	1156
66615	2964	1428
21915	1310	551
66262	4539	1176
98314	3058	598
381334	2846	22
100041596	1185	36
666009	570	6
619597	4059	3
241159	4511	0
18566	1930	16
74689	1565	0
67698	2107	494
20452	5677	17
75381	761	0
100504401	921	0
73454	356	0
75159	583	0
227394	2394	1994
329217	3849	356
67854	2475	0
74441	2433	0
634331	2091	0
634346	2300	1
52392	2738	1333
227399	5565	1678
252876	2041	213
18484	4103	20155
78603	1178	44
69030	1687	2
70866	2328	0
100504494	800	11
241175	5120	6
100504525	886	0
23836	3722	1
320311	8529	62
100504568	1284	0
27392	6777	844
227446	5406	2225
100042023	231	14
21934	5022	396
635504	465	3
227449	6661	1649
626049	545	3
98432	6104	1876
12043	7749	389
320761	1243	0
70750	5582	1611
20479	3272	2515
20724	2565	542
71869	1735	203
241196	1607	0
20248	1629	0
394252	1164	0
383548	1632	0
381286	1659	0
66957	1699	2417
116872	1887	3
18788	2047	1428
241197	3490	332
20725	3289	917
241201	3353	0
227485	3054	0
319901	5763	546
636808	3915	2
634762	729	0
22099	3040	1579
67949	1894	827
76707	7899	1505
68204	597	19
81879	9270	2957
14633	6708	14
16324	4255	858
100502628	748	0
64143	2277	567
226351	2830	371
226352	7746	1706
19258	4707	424
66343	3301	126
226356	2511	120
319229	1924	0
170706	1017	141
13167	745	1336
73103	1089	54
68428	3177	33
226359	2000	0
17167	1985	0
13798	2554	0
98452	1580	0
72999	2524	1645
70829	7256	979
15564	2019	0
66942	2249	298
100502702	453	0
269109	4630	0
74117	2746	2894
74150	2597	2720
71111	2690	86
72585	2047	0
210356	7593	37
107895	3104	707
667090	484	82
72160	2517	34
266645	2303	1
100502745	464	3
72949	3514	1802
22625	3936	270
226407	4251	2095
226409	4154	264
226412	4812	2023
387147	70	0
67812	4093	3572
226413	6166	6
17219	2901	833
226414	2509	2111
12767	1814	236
210417	6253	1
100042740	613	39
13137	1324	29
13136	2527	7798
22789	2034	0
12269	1883	1
12270	754	23
18640	9621	6494
226418	3843	345
212439	2909	4729
64435	1911	154
100502856	1065	93
18703	3849	66285
69169	1491	13
93672	1116	3
58181	824	0
329244	1023	0
16153	1306	10
17164	2567	3574
226419	2072	450
16865	2290	1077
54354	3405	299
56489	3203	1004
14270	8040	1924
108900	2105	54
26361	4148	0
13034	2120	16
226421	2523	49
320718	3640	152
212933	3540	175
98396	4660	1319
226422	1189	267
98415	6096	2029
212980	3426	4591
13714	3671	656
213006	4853	1089
18557	3046	938
723818	97	0
213409	958	135
213417	4269	1062
74137	3132	1429
68875	3410	125
213452	6385	1481
213464	3632	1017
74626	1742	106
21367	9535	1
269116	10379	129
100038653	1879	0
16980	3346	6
17248	3490	1816
240752	7929	1325
108954	5588	4387
240753	7457	4603
100502933	3112	59
68338	1842	10
280287	496	1
19701	1423	0
214253	2279	23
20668	3531	1019
20643	492	601
70579	4395	4463
667118	5007	2124
240754	2371	20
381290	8292	122
269120	2074	0
116847	3602	15
100502984	884	0
14264	2859	1
100502999	532	22
12227	3083	35412
667414	432	1
71884	1711	7
12654	1689	373
53311	1829	0
11539	5786	19
17928	1480	0
68507	6067	48
57439	3169	1953
240755	1770	1
72017	1626	534
72674	2024	3957
100861791	590	0
240756	3196	731
98710	1960	660
100503055	641	13
71001	1457	0
75605	6300	3469
20980	3386	17
329251	6185	263
67196	1079	104
329252	3623	6207
13924	6089	6
100038590	915	0
320139	3264	21
68724	1702	1352
171469	2253	3
13710	2000	10583
215615	2301	3764
21854	917	702
93689	3942	31
77552	1190	43
226432	6236	1476
215690	12767	236
13007	1770	8231
27280	1467	592
21952	1114	5
16763	2992	2944
21956	1194	30
18772	4486	992
226438	8996	2
66241	1750	1481
12292	6260	17
329253	508	0
16565	9119	608
76422	2922	32
67313	3013	1300
100042513	584	0
383563	1960	1
67886	7823	7258
320054	2097	29
67997	2228	299
381293	8770	79
71084	1846	0
226442	5275	1030
100503460	489	15
100503474	1199	2
667686	385	0
26424	3857	0
320138	3023	1
735252	87	0
723890	80	0
19264	5664	192
338375	1887	0
59125	3366	7031
545363	1930	0
16876	5750	0
69549	571	79
75546	410	0
329260	8314	1023
170788	4702	17
71209	1111	0
226470	8362	845
12316	9866	230
14060	2378	0
50702	1732	0
624286	999	0
214403	2887	2
545366	1602	2
12628	4365	2291
240776	3957	1
75910	551	0
226472	591	1
214498	2678	1458
26878	4578	3017
69367	3730	608
20822	8721	1944
56207	1851	490
19735	3009	930
100861894	494	0
246709	1497	122
50778	1330	290
624910	459	6
64214	1859	4
215378	3172	0
100043240	3910	1
791353	1179	0
100503781	490	0
18783	2846	1521
320019	1098	2
19225	4150	3386
100043257	532	609
100043261	345	0
20028	1247	0
75584	610	0
226499	3242	1482
108989	7550	5684
96875	4278	16
545370	18316	66
402734	2640	13
73176	1674	0
117198	5037	6259
66875	3668	1094
98685	2665	1183
19821	3028	1115
100503012	373	175
63913	3939	908
66967	6604	3134
69399	9754	306
66637	1133	188
269132	4056	2
19731	3887	144
100861876	505	7
71281	1566	12
67771	1897	2966
100503084	519	1
17970	2596	56
226517	6069	2551
226518	4523	22
16782	5164	2464
226519	7622	2112
626058	2827	2
71836	2045	0
13211	4613	4950
74091	1403	42
67792	5804	4
329271	3337	1
19734	2335	12
24014	4758	327
240816	3640	11
240817	1654	2
433365	2527	0
240819	1415	0
14645	2782	8934
100861882	573	1
207678	1877	0
78112	613	0
12290	12697	5
15939	3270	3263
15064	2509	790
58244	2459	1053
207792	4611	8
100503411	2791	0
19775	7651	2124
433367	1751	1
72482	1942	641
16872	1853	0
100861926	688	1
104009	3361	19754
74081	13307	3939
208263	4439	2847
240832	8112	4748
329274	3687	2
214575	3443	18
170484	3108	2
77352	3297	13
20652	4785	920
11352	10714	1794
30935	3268	1246
100503836	636	0
215015	4238	2810
78255	7133	427
72713	2190	1
73435	898	0
226525	10046	719
69953	1194	92
226527	1289	360
89867	4651	7
100504090	420	0
240843	4101	21
11899	7224	3
735253	109	0
23850	8585	9
72025	2475	0
26374	5056	758
100217414	118	2
21960	5395	8
67647	5391	1242
75255	887	43
329278	5812	15
64659	1970	766
12301	2115	1461
29809	9489	2481
100316784	109	0
620246	1086	2
620750	465	10
381305	11011	2392
11905	2162	4
240869	3883	207
14455	2554	2994
100628588	91	0
100217446	65	15
226539	3581	282
70454	4327	83
226541	4037	274
73844	3723	121
100502590	954	3
11758	2334	52990
22164	1609	0
240873	2064	2
14103	1935	14
226551	6308	3335
75368	1164	0
67292	3301	558
103967	7523	67
72753	919	0
474332	7928	2
723821	110	0
387210	110	0
71449	2791	290
53330	2532	299
17926	2080	1
100038657	741	0
226562	10444	7512
226564	1787	25
14261	2326	1144
55990	3336	12123
226565	1870	4969
14262	2010	40166
78258	2956	2
18933	7448	4
98376	2509	329
240879	1053	0
16579	3907	1202
240880	4069	989
381306	2912	78
69962	1457	256
20339	2912	0
20343	2321	4
20344	3438	3
100503816	1241	7
14067	7406	3314
116914	3546	296
74895	1896	1258
66352	4035	1001
171567	3011	1203
11931	2422	32998
56429	1636	23
433374	1588	2
16963	502	32
69476	357	0
75857	998	0
83993	2662	1
108735	5526	2011
226591	4395	810
240888	1943	2
74106	3306	1898
70456	854	1280
271639	5209	1
68481	2356	356
100503268	612	0
226594	2670	46
100503283	1514	2
433375	2125	1224
12503	4604	26
18986	13123	743
240892	4025	0
59290	2293	6
98558	1546	0
100039795	8260	64
100503318	2514	10
27878	2145	475
71592	7372	544
226601	1744	0
226604	3012	0
240894	3065	0
100503962	936	1
226610	4986	14
80914	1338	712
68944	4474	1171
100862084	376	0
56752	2833	1023
66447	635	720
240899	1137	0
100503977	287	0
20183	2363	1
110648	3338	0
18514	9027	6946
66977	2405	111
19737	1809	0
100862094	1412	0
19736	2941	0
78465	1440	343
15490	4574	406
67303	1135	13
18214	8290	99
107652	2283	3816
16589	2024	595
545378	399	0
622708	1691	1
26904	1433	9
665574	3833	1098
76925	713	12
70729	3684	393
320078	3095	432
226641	7463	2676
80915	1374	269
435653	1284	0
98752	1727	5
14130	1547	22
246256	1250	4
14131	1353	7
75472	1034	911
66052	1179	2274
17528	1993	37
66425	1575	277
12355	1414	5
641376	2920	598
11807	521	13
14127	658	33
226646	1606	3088
240913	3673	1
57370	1998	1968
19044	1821	1195
30941	2185	973
66155	964	970
100862110	308	0
100504072	1662	4
21945	2733	1124
27045	1374	928
18637	622	728
68874	1555	257
71740	3504	1982
226652	4488	41
22278	1822	849
226654	551	690
16456	2482	4895
56009	1273	154
16429	1140	825
18106	3758	20
17085	2449	9
75345	3977	22
12506	1142	14
100041098	195	232
27218	2688	4
12523	6253	19
100038548	2574	1
100862186	671	0
30925	2443	1
93840	2260	151
18071	2487	0
59287	2855	3246
12847	4629	9153
100504176	730	1
19298	3131	1465
98193	3743	4342
18611	2477	775
12372	1874	9
27222	3485	1
98660	6227	136
140559	2234	1079
16524	3270	4
16513	5407	44
67556	7569	583
100862199	620	0
98365	1145	18
93842	4249	590
21346	1382	4346
71870	1822	568
71319	941	106
240916	1879	38
74748	2040	6
677296	1914	1
68440	1417	281
100040320	811	2
12944	1698	0
20219	984	0
18313	1050	0
258759	933	0
258758	1063	0
258880	942	0
258881	1034	0
14125	1026	0
258645	991	0
100504232	694	0
13349	1158	0
94332	4159	4
383619	2541	12
240921	2951	6
545384	1294	0
623121	2680	1
236312	3497	12
100033459	2987	6
100504251	716	0
226691	3484	18
15951	2296	16
100504287	1468	2
666028	634	5
100040462	1908	72
381308	1651	4
15950	3793	31
26388	1796	349
226695	1613	4
258712	1004	1
258711	939	0
258713	954	0
258717	943	0
259162	948	0
404222	924	0
258716	948	0
258715	1050	0
258302	1046	0
20739	8405	0
258710	1088	0
66289	803	0
258238	930	0
258709	1010	0
258756	955	0
546747	978	0
54418	6442	17
23893	3745	0
24012	2487	9
14194	1632	1997
98256	2498	2
13603	1721	59
12663	6117	422
75820	3817	0
26909	5506	41
319455	3894	13
545389	6930	256
723921	99	0
76816	2619	444
15365	1510	10
23797	4735	713
30928	5106	1383
75589	698	0
69428	749	92
11566	2553	5182
631584	2790	1
545391	1663	40
78825	4214	1081
791357	1199	13
75164	651	0
666295	875	1026
320110	427	9
66359	448	738
51810	3670	11554
68226	2539	137
269152	7406	120
69726	3769	349
15278	2448	212
226744	4545	1552
109232	1922	479
226747	8831	2893
100503705	1428	0
226751	8656	442
67426	4076	330
19165	2084	449
277333	3581	48
320404	5101	1284
381310	6557	0
11545	3827	2041
72568	3377	170
27217	2294	0
170760	3471	2760
100504581	591	2
15078	1076	690
208768	3189	1318
100504598	177	5
320202	2462	0
100862334	599	0
69051	1599	535
13590	1604	49
208795	3239	3991
13849	1665	8296
619326	1898	6
67459	3060	881
98417	3268	501
226757	7047	6066
329307	2505	5
72978	2727	7
403180	1819	155
240960	13996	14
98386	3552	1403
433384	1343	0
13800	4288	1570
27058	1388	818
625823	921	0
13244	2005	1889
67330	686	0
67948	4913	1422
209456	4370	2844
12334	3185	5466
170725	3705	43
433386	2055	0
96935	2035	230
53791	3199	399
68897	5030	485
71678	3456	886
108909	3293	415
338366	6678	8274
21339	2386	584
78772	2736	15
73363	967	20
63953	2712	506
73590	778	0
74971	1722	0
15284	2149	2
66112	2161	2
67247	1883	1528
100316821	82	0
226777	2853	2
226778	4565	65
98732	6988	1478
100217449	113	0
381314	3540	2376
387189	67	1
387211	112	1
23827	2182	1343
107508	4850	4475
319562	3406	1
100039138	2761	0
226781	5836	0
114668	709	0
226791	1577	311
21808	4725	263
67223	1213	308
110957	3212	0
74717	1645	107
69308	823	0
67769	4565	752
100862400	1119	58
26381	5580	141
320272	2212	0
22283	15891	0
226823	3703	1325
16526	3959	529
100042424	516	475
100039307	642	3
108000	11130	431
19250	10746	3145
226830	1605	395
19130	4139	61
100504619	832	3
320119	3995	481
52477	3349	1370
226841	4190	11
226844	4087	1279
100125339	1649	1
75558	428	8
68972	1258	199
381318	2973	26
381319	712	4
619288	2234	348
11910	1977	58720
100504360	568	42
100861628	406	0
66208	658	90
66950	4204	234
226849	3082	664
100504379	2421	0
76843	4202	168
77065	3252	843
226856	7246	4342
18005	3197	657
98736	4362	21
22782	5230	941
74023	3720	63
22033	2102	212
100628582	81	0
100042625	720	2392
214742	1597	410
100038712	2612	101
16510	7143	64
226861	2835	93
320952	2041	2
73455	404	1
214791	3401	322
100503471	624	36
329324	1731	3
215193	5548	464
54139	4125	3962
319266	3834	202
215243	2121	14
15483	1446	6
14373	843	0
100503531	873	0
16780	4055	1817
215303	2453	4
387201	68	0
74942	578	0
18845	11036	336
100628615	64	0
12490	2621	27
320400	2491	12
320977	5195	119
723963	81	0
387224	88	0
17221	1213	48
12946	1662	1365
12902	6207	0
215728	2801	0
619314	1938	0
670558	2817	90
76142	2524	576
70337	1540	86
213783	7415	846
270685	4332	166
83397	6247	75
381990	3227	664
66084	1849	238
73419	2290	304
100504234	2151	245
13982	4319	103
64009	18115	818
68632	2777	0
22353	1527	0
67141	1807	78
108853	2621	257
56533	8191	18
100041224	522	0
18390	2639	0
320495	8240	34
215748	3448	1093
77777	1819	11
237253	3403	309
18537	1917	1205
320642	1253	24
69912	1290	161
407824	2188	44
16798	7215	2496
23924	1775	1056
215751	1557	1254
100503695	916	2
67418	2896	1343
237256	4093	23
100628581	94	0
68652	4278	3168
338362	4284	13
70097	7183	2188
791352	3151	0
320825	2495	230
620417	2980	0
78808	9074	1080
215772	5218	717
67844	2054	367
382450	3785	1
14816	6990	2
78056	444	0
268281	9293	1099
71865	5114	640
13853	1079	43
22288	12382	1770
320273	1182	3
74732	2396	9
66125	734	851
22634	5260	1858
100862331	414	0
75122	1053	0
353258	1769	1017
215789	8913	2487
66848	3954	3471
56535	2405	597
66757	1453	106
66253	1054	715
15273	9768	1815
100504211	3928	18
215798	6505	266
100039571	514	47
66201	1325	906
69412	910	0
76743	1477	0
18101	1173	1
100504235	3401	0
17684	1969	2955
378431	4457	44
380629	3667	1089
73112	810	718
19707	2618	1447
100045792	2900	144
215814	1166	175
215819	7638	956
56016	1910	435
215821	8216	393
237300	2355	4
73968	2928	40
64058	1901	7472
21929	4595	3568
100504265	6220	0
94222	2066	38
15979	2099	1360
237310	2468	0
237313	2088	5
76157	2629	66
18634	1894	1222
26408	5393	2336
17761	3895	5166
73811	629	3
621697	592	149
72567	5454	4535
71804	2307	40
29863	4127	7
52906	5094	329
100038717	3304	5
100504283	1667	2
17863	3777	1488
56422	4893	1178
73990	1016	1
237320	2243	3
76924	485	0
67692	1061	0
432436	2206	4
20393	4158	17171
114671	1771	0
319887	2292	33
379043	1274	58
667281	952	7
606736	4515	5
56554	1271	5
100038752	4548	0
353169	3762	638
237336	2875	953
100504411	1274	0
100038582	2198	0
21412	1239	0
14051	4099	2588
20042	518	119
100529074	105	9
100529075	68	29
76306	2837	646
26464	1811	378
22361	2416	87
111174	999	0
209512	1020	7
493809	1032	0
209513	1044	1
215854	1014	0
215855	1038	0
215856	1077	0
209517	1077	0
435206	1077	0
276742	1077	0
435207	1077	0
215859	1035	0
382348	1035	0
494546	1109	0
503558	1047	0
53331	2500	1365
100862153	747	2
59012	3083	120
14219	2403	12766
18605	3224	215
209558	2815	192
70208	4946	1043
11846	1477	100
432442	3123	199
13822	4464	243
100504474	674	0
73803	865	0
215866	1543	1
77220	4115	4
100040851	1193	0
268288	3554	6
237339	3411	382
667572	1206	0
73910	3616	933
16773	9713	17
100040961	485	16
19272	6177	4280
210757	3981	12
100504516	4347	0
114676	1545	12
67719	1319	13
67412	3948	7
212448	5644	4
52665	3180	260
68031	4404	1184
72780	2397	32
100504540	2648	0
66311	1512	34
73681	2359	278
100504586	3440	562
66847	696	300
211329	5338	560
15214	2532	12
69692	718	247
21987	1267	160
100041294	710	304
268291	2860	337
432450	3745	0
76757	4514	0
442820	1844	0
100862254	809	0
215890	2500	0
215895	882	0
57430	1096	0
212892	3650	942
72580	2364	487
414093	7840	8
66521	1082	159
692132	1185	0
270711	3714	0
103511	1786	14
215900	1082	13
212898	4225	457
22110	2696	1820
72480	3900	425
319638	2716	1183
12813	3130	6
14302	4805	1055
100041585	3201	117
319415	3098	0
15182	2004	1828
17118	4186	438
215919	1054	0
16775	6046	133
66337	730	105
71924	2929	107
327743	1418	14
14360	3692	77
100504626	1313	0
103213	2867	1360
327744	1664	40
19714	10666	2107
100504659	947	1
213332	781	24
75299	2400	26
72045	2285	3
100041085	1782	58
215928	5981	10
215929	2679	42
72472	6556	238
67239	1890	337
67371	1020	612
19850	104	6
11702	3206	1038
78334	5807	1955
70840	2243	0
70503	3000	568
327747	1529	11
71713	3366	1308
83767	2550	14
100504721	508	6
140741	1092	1
103199	3263	679
633979	5640	408
268294	2831	476
171580	3563	86
20598	1602	758
73075	1070	485
53599	2830	15690
75973	2749	529
70538	617	1
629461	2137	136
100628609	55	0
103268	2392	89
140742	3339	845
213402	4865	158
624784	2896	44
56484	2889	3680
