GeneID	Length	CD24-L-5
21961	9966	1596
435626	2336	8
100862357	817	0
12765	3043	0
227288	1125	0
100316687	67	0
76709	1597	1512
227289	990	1
227290	1820	1407
56695	3501	192
69660	2309	1193
241112	2101	188
18173	2304	14
227292	2776	806
387219	85	0
22349	3117	8
319651	7196	301
58184	3266	227
18802	3121	5
77264	7472	179
66821	1829	87
57751	1475	312
269209	5235	216
67534	4253	262
104086	1890	27
241113	2832	0
22420	2068	4
22409	1962	3
12570	2704	2
260298	1479	0
12958	702	0
723900	64	0
241116	5718	976
16147	2444	4
75570	860	38
22626	2059	19
69171	2738	539
227298	2557	716
68818	1299	290
74104	2934	563
245860	3764	381
52231	2764	318
74577	3451	146
20872	2885	478
22145	2053	1187
381272	767	1
56812	3203	769
19275	3535	31
19711	710	46
13437	1946	464
13346	2150	129
100503248	676	0
11790	11933	39
69080	1528	479
100862164	449	1
241118	2650	1
74241	3235	375
319998	2185	45
98733	5770	120
16322	1463	78
71728	4458	450
20536	4441	188
100862333	771	0
620079	2188	0
13838	6328	136
18505	3868	0
100039210	1208	0
433323	3998	35
23874	2132	466
68393	1206	3
74205	3950	490
195434	3981	87
57814	2463	32
20254	2485	9
100862182	832	0
252903	2876	64
69368	4714	720
100038695	1791	1
69163	1424	210
100862198	480	0
20720	2055	392
241128	2862	8
26554	2764	1248
72208	394	0
210293	7303	32
241134	4919	0
16367	9163	156
100503073	3039	0
76867	3757	352
100503095	2833	2
12829	7808	142
12828	8609	162
75734	1866	715
66261	1503	1
100044526	654	0
15463	3137	564
80721	2974	112
71386	992	1
20297	802	83
71227	1670	84
77629	6512	4
98496	2667	81
227325	3632	32
100628595	77	0
14897	9632	1895
66153	900	100
71781	2349	1
100503433	891	1
381287	1760	0
621875	1334	4
100040135	1348	0
665378	1621	5
620078	1971	22
100040213	891	0
100039794	1073	0
665338	891	0
109032	1971	141
434484	2417	61
100503502	852	0
100503045	659	0
20684	2158	180
319997	1936	49
12283	3800	2495
64294	2024	1672
71141	1148	1
227326	2550	0
70060	1602	0
72792	3331	51
70247	3256	1500
15559	2072	3
78795	5258	130
100861644	653	0
227327	2595	19
383538	483	0
17975	8257	3642
100303740	116	14
80828	68	0
319336	1266	5
14767	1218	0
71863	1721	1
19231	1192	1106
18582	1092	208
26895	2231	225
18159	1042	2
208718	3171	179
11650	2113	0
76768	2337	0
11648	1680	1
13599	2698	1
69453	1999	0
11447	2910	0
11449	1921	0
26987	4928	425
98363	1805	1
227331	5743	623
100040591	1349	410
73234	462	1
53972	3384	746
319977	1676	9
620454	1602	1
23956	2018	17
16331	4938	45
77040	3180	416
100217415	248	0
20215	1718	4
100503175	947	0
227333	5694	644
227334	5316	384
394430	3242	0
394434	3216	0
394432	3294	2
394435	2293	18
94284	3302	702
394433	3208	3
22236	3206	2
15504	1017	12
394436	3229	6
100040766	7526	6
381280	8439	125
78605	3662	0
171382	3844	0
75396	870	1
14659	1957	0
100503197	2622	9
320982	3967	807
78650	476	0
73475	603	0
98402	3673	501
77331	591	0
347722	9581	367
74403	3611	0
14472	2126	0
208372	1404	0
74918	3210	144
12778	2579	171
108679	1843	477
433332	1207	0
12835	10841	392
171531	4484	1414
623503	261	5
19329	1950	51
16978	5743	2132
329207	3851	0
51801	3022	211
67921	1363	425
665783	892	61
50880	2207	195
227357	5442	13
100503326	684	0
70788	3020	0
227358	2815	10
67444	1368	534
67086	547	7
55927	1335	380
18627	5837	1103
74019	3500	566
65247	6072	238
13345	1312	1
208727	3960	97
67273	1220	627
259040	939	0
258228	936	0
259041	1189	0
259039	1082	0
258274	966	0
258483	972	0
258484	969	0
257890	1121	0
66915	711	336
260301	704	0
14733	3552	55
100504295	543	0
387167	66	0
241158	3243	17
67446	1491	93
108657	3039	858
100037260	1689	0
23830	2877	152
64095	4396	9
208760	1088	0
16560	8257	117
11611	1517	2
71874	2362	797
381284	7348	375
208777	4474	325
69821	3315	588
269224	5119	63
66385	3653	296
404545	3217	16
110611	6238	4214
18000	3335	1440
227377	3912	84
59041	3254	1405
51800	1432	115
67026	2160	288
66615	2964	497
21915	1310	245
66262	4539	409
98314	3058	171
381334	2846	0
100041596	1185	0
666009	570	3
619597	4059	1
241159	4511	0
18566	1930	0
74689	1565	0
67698	2107	276
20452	5677	50
75381	761	0
100504401	921	0
73454	356	0
75159	583	0
227394	2394	256
329217	3849	100
67854	2475	0
74441	2433	0
634331	2091	0
634346	2300	0
52392	2738	284
227399	5565	370
252876	2041	125
18484	4103	3078
78603	1178	16
69030	1687	1
70866	2328	0
100504494	800	6
241175	5120	0
100504525	886	0
23836	3722	1
320311	8529	23
100504568	1284	0
27392	6777	323
227446	5406	685
100042023	231	24
21934	5022	214
635504	465	1
227449	6661	366
626049	545	0
98432	6104	468
12043	7749	143
320761	1243	0
70750	5582	487
20479	3272	736
20724	2565	55
71869	1735	3
241196	1607	0
20248	1629	0
394252	1164	0
383548	1632	0
381286	1659	0
66957	1699	0
116872	1887	0
18788	2047	0
241197	3490	4
20725	3289	236
241201	3353	0
227485	3054	2
319901	5763	134
636808	3915	0
634762	729	0
22099	3040	561
67949	1894	221
76707	7899	385
68204	597	6
81879	9270	1001
14633	6708	11
16324	4255	562
100502628	748	0
64143	2277	172
226351	2830	93
226352	7746	906
19258	4707	105
66343	3301	45
226356	2511	53
319229	1924	0
170706	1017	42
13167	745	766
73103	1089	12
68428	3177	37
226359	2000	0
17167	1985	6
13798	2554	0
98452	1580	0
72999	2524	487
70829	7256	308
15564	2019	0
66942	2249	96
100502702	453	0
269109	4630	0
74117	2746	1162
74150	2597	785
71111	2690	93
72585	2047	1
210356	7593	291
107895	3104	264
667090	484	53
72160	2517	38
266645	2303	2
100502745	464	1
72949	3514	733
22625	3936	66
226407	4251	638
226409	4154	34
226412	4812	487
387147	70	0
67812	4093	1203
226413	6166	4
17219	2901	246
226414	2509	628
12767	1814	77
210417	6253	2
100042740	613	9
13137	1324	26
13136	2527	2853
22789	2034	0
12269	1883	0
12270	754	9
18640	9621	1978
226418	3843	235
212439	2909	1741
64435	1911	57
100502856	1065	35
18703	3849	7803
69169	1491	5
93672	1116	0
58181	824	0
329244	1023	0
16153	1306	2
17164	2567	1655
226419	2072	65
16865	2290	425
54354	3405	76
56489	3203	318
14270	8040	386
108900	2105	18
26361	4148	0
13034	2120	1
226421	2523	27
320718	3640	462
212933	3540	106
98396	4660	914
226422	1189	124
98415	6096	801
212980	3426	631
13714	3671	240
213006	4853	371
18557	3046	358
723818	97	0
213409	958	7
213417	4269	190
74137	3132	404
68875	3410	182
213452	6385	460
213464	3632	347
74626	1742	57
21367	9535	0
269116	10379	9
100038653	1879	0
16980	3346	0
17248	3490	720
240752	7929	311
108954	5588	1128
240753	7457	925
100502933	3112	9
68338	1842	19
280287	496	3
19701	1423	1
214253	2279	3
20668	3531	349
20643	492	339
70579	4395	2286
667118	5007	672
240754	2371	3
381290	8292	96
269120	2074	4
116847	3602	480
100502984	884	0
14264	2859	24
100502999	532	28
12227	3083	10065
667414	432	1
71884	1711	0
12654	1689	6295
53311	1829	45
11539	5786	254
17928	1480	0
68507	6067	23
57439	3169	942
240755	1770	0
72017	1626	397
72674	2024	1063
100861791	590	0
240756	3196	296
98710	1960	217
100503055	641	3
71001	1457	0
75605	6300	830
20980	3386	5
329251	6185	58
67196	1079	25
329252	3623	539
13924	6089	2
100038590	915	0
320139	3264	1
68724	1702	457
171469	2253	1
13710	2000	2608
215615	2301	940
21854	917	250
93689	3942	61
77552	1190	26
226432	6236	461
215690	12767	180
13007	1770	3628
27280	1467	211
21952	1114	0
16763	2992	447
21956	1194	9
18772	4486	56
226438	8996	0
66241	1750	491
12292	6260	5
329253	508	0
16565	9119	284
76422	2922	4
67313	3013	267
100042513	584	0
383563	1960	0
67886	7823	765
320054	2097	15
67997	2228	77
381293	8770	5
71084	1846	0
226442	5275	524
100503460	489	26
100503474	1199	3
667686	385	0
26424	3857	2
320138	3023	0
735252	87	0
723890	80	1
19264	5664	50
338375	1887	0
59125	3366	956
545363	1930	0
16876	5750	0
69549	571	25
75546	410	0
329260	8314	335
170788	4702	124
71209	1111	0
226470	8362	258
12316	9866	21
14060	2378	0
50702	1732	0
624286	999	1
214403	2887	4
545366	1602	1
12628	4365	1081
240776	3957	1
75910	551	0
226472	591	0
214498	2678	294
26878	4578	177
69367	3730	243
20822	8721	633
56207	1851	202
19735	3009	172
100861894	494	0
246709	1497	0
50778	1330	22
624910	459	0
64214	1859	2
215378	3172	0
100043240	3910	0
791353	1179	0
100503781	490	0
18783	2846	508
320019	1098	15
19225	4150	3632
100043257	532	319
100043261	345	0
20028	1247	1
75584	610	0
226499	3242	437
108989	7550	1323
96875	4278	21
545370	18316	267
402734	2640	3
73176	1674	0
117198	5037	1909
66875	3668	835
98685	2665	339
19821	3028	351
100503012	373	62
63913	3939	283
66967	6604	720
69399	9754	174
66637	1133	102
269132	4056	28
19731	3887	241
100861876	505	9
71281	1566	5
67771	1897	924
100503084	519	0
17970	2596	21
226517	6069	671
226518	4523	10
16782	5164	748
226519	7622	752
626058	2827	0
71836	2045	0
13211	4613	1517
74091	1403	21
67792	5804	0
329271	3337	0
19734	2335	242
24014	4758	70
240816	3640	12
240817	1654	1
433365	2527	0
240819	1415	0
14645	2782	5911
100861882	573	1
207678	1877	0
78112	613	0
12290	12697	0
15939	3270	3324
15064	2509	248
58244	2459	445
207792	4611	20
100503411	2791	0
19775	7651	460
433367	1751	2
72482	1942	287
16872	1853	1
100861926	688	0
104009	3361	3964
74081	13307	805
208263	4439	705
240832	8112	1352
329274	3687	0
214575	3443	2
170484	3108	2
77352	3297	7
20652	4785	1092
11352	10714	548
30935	3268	434
100503836	636	0
215015	4238	611
78255	7133	122
72713	2190	0
73435	898	0
226525	10046	205
69953	1194	45
226527	1289	146
89867	4651	21
100504090	420	0
240843	4101	1
11899	7224	0
735253	109	0
23850	8585	4
72025	2475	0
26374	5056	219
100217414	118	3
21960	5395	2
67647	5391	720
75255	887	13
329278	5812	148
64659	1970	357
12301	2115	551
29809	9489	1404
100316784	109	0
620246	1086	3
620750	465	2
381305	11011	720
11905	2162	6
240869	3883	56
14455	2554	2162
100628588	91	0
100217446	65	22
226539	3581	131
70454	4327	55
226541	4037	163
73844	3723	93
100502590	954	0
11758	2334	26389
22164	1609	0
240873	2064	7
14103	1935	0
226551	6308	941
75368	1164	0
67292	3301	197
103967	7523	42
72753	919	0
474332	7928	1
723821	110	0
387210	110	0
71449	2791	109
53330	2532	138
17926	2080	1
100038657	741	1
226562	10444	1874
226564	1787	41
14261	2326	822
55990	3336	6777
226565	1870	292
14262	2010	6250
78258	2956	5
18933	7448	26
98376	2509	111
240879	1053	1
16579	3907	303
240880	4069	272
381306	2912	16
69962	1457	30
20339	2912	5
20343	2321	7
20344	3438	9
100503816	1241	0
14067	7406	93
116914	3546	123
74895	1896	371
66352	4035	241
171567	3011	456
11931	2422	10456
56429	1636	146
433374	1588	2
16963	502	0
69476	357	0
75857	998	0
83993	2662	2
108735	5526	1083
226591	4395	336
240888	1943	3
74106	3306	768
70456	854	470
271639	5209	3
68481	2356	631
100503268	612	0
226594	2670	120
100503283	1514	0
433375	2125	1892
12503	4604	5
18986	13123	230
240892	4025	0
59290	2293	2
98558	1546	0
100039795	8260	23
100503318	2514	11
27878	2145	198
71592	7372	296
226601	1744	0
226604	3012	0
240894	3065	0
100503962	936	0
226610	4986	9
80914	1338	119
68944	4474	453
100862084	376	0
56752	2833	341
66447	635	280
240899	1137	1
100503977	287	2
20183	2363	1
110648	3338	0
18514	9027	2828
66977	2405	8
19737	1809	5
100862094	1412	1
19736	2941	16
78465	1440	7
15490	4574	97
67303	1135	3
18214	8290	173
107652	2283	834
16589	2024	85
545378	399	0
622708	1691	2
26904	1433	3
665574	3833	260
76925	713	3
70729	3684	40
320078	3095	142
226641	7463	655
80915	1374	117
435653	1284	0
98752	1727	2
14130	1547	5
246256	1250	0
14131	1353	5
75472	1034	408
66052	1179	907
17528	1993	41
66425	1575	203
12355	1414	0
641376	2920	265
11807	521	3
14127	658	17
226646	1606	1166
240913	3673	12
57370	1998	546
19044	1821	520
30941	2185	327
66155	964	329
100862110	308	0
100504072	1662	2
21945	2733	303
27045	1374	283
18637	622	316
68874	1555	87
71740	3504	901
226652	4488	25
22278	1822	325
226654	551	231
16456	2482	2007
56009	1273	33
16429	1140	9
18106	3758	0
17085	2449	1
75345	3977	4
12506	1142	7
100041098	195	154
27218	2688	1
12523	6253	9
100038548	2574	0
100862186	671	0
30925	2443	0
93840	2260	42
18071	2487	1
59287	2855	860
12847	4629	2234
100504176	730	0
19298	3131	511
98193	3743	1671
18611	2477	486
12372	1874	5
27222	3485	0
98660	6227	139
140559	2234	384
16524	3270	5
16513	5407	8
67556	7569	343
100862199	620	1
98365	1145	8
93842	4249	91
21346	1382	1982
71870	1822	209
71319	941	22
240916	1879	9
74748	2040	1
677296	1914	0
68440	1417	69
100040320	811	2
12944	1698	0
20219	984	0
18313	1050	0
258759	933	0
258758	1063	0
258880	942	0
258881	1034	0
14125	1026	0
258645	991	0
100504232	694	0
13349	1158	1
94332	4159	2
383619	2541	3
240921	2951	3
545384	1294	0
623121	2680	8
236312	3497	5
100033459	2987	34
100504251	716	0
226691	3484	8
15951	2296	5
100504287	1468	15
666028	634	7
100040462	1908	58
381308	1651	0
15950	3793	67
26388	1796	374
226695	1613	4
258712	1004	0
258711	939	0
258713	954	0
258717	943	0
259162	948	0
404222	924	0
258716	948	0
258715	1050	0
258302	1046	0
20739	8405	0
258710	1088	0
66289	803	0
258238	930	0
258709	1010	0
258756	955	0
546747	978	0
54418	6442	7
23893	3745	81
24012	2487	1
14194	1632	738
98256	2498	1
13603	1721	41
12663	6117	230
75820	3817	1
26909	5506	4
319455	3894	2
545389	6930	102
723921	99	0
76816	2619	183
15365	1510	3
23797	4735	238
30928	5106	387
75589	698	2
69428	749	10
11566	2553	1412
631584	2790	0
545391	1663	7
78825	4214	281
791357	1199	8
75164	651	0
666295	875	323
320110	427	3
66359	448	464
51810	3670	3486
68226	2539	73
269152	7406	41
69726	3769	87
15278	2448	81
226744	4545	704
109232	1922	229
226747	8831	842
100503705	1428	0
226751	8656	906
67426	4076	159
19165	2084	200
277333	3581	43
320404	5101	528
381310	6557	6
11545	3827	523
72568	3377	62
27217	2294	0
170760	3471	700
100504581	591	0
15078	1076	232
208768	3189	400
100504598	177	1
320202	2462	0
100862334	599	0
69051	1599	164
13590	1604	15
208795	3239	1422
13849	1665	4797
619326	1898	1
67459	3060	262
98417	3268	255
226757	7047	1633
329307	2505	6
72978	2727	6
403180	1819	55
240960	13996	18
98386	3552	783
433384	1343	1
13800	4288	1415
27058	1388	382
625823	921	0
13244	2005	727
67330	686	0
67948	4913	412
209456	4370	761
12334	3185	1338
170725	3705	20
433386	2055	0
96935	2035	105
53791	3199	257
68897	5030	121
71678	3456	328
108909	3293	172
338366	6678	1522
21339	2386	247
78772	2736	5
73363	967	6
63953	2712	73
73590	778	0
74971	1722	0
15284	2149	20
66112	2161	4
67247	1883	656
100316821	82	0
226777	2853	153
226778	4565	53
98732	6988	518
100217449	113	0
381314	3540	808
387189	67	1
387211	112	0
23827	2182	381
107508	4850	1163
319562	3406	0
100039138	2761	0
226781	5836	0
114668	709	0
226791	1577	209
21808	4725	178
67223	1213	126
110957	3212	0
74717	1645	39
69308	823	0
67769	4565	327
100862400	1119	29
26381	5580	97
320272	2212	0
22283	15891	2
226823	3703	377
16526	3959	2298
100042424	516	167
100039307	642	75
108000	11130	33
19250	10746	852
226830	1605	200
19130	4139	11
100504619	832	0
320119	3995	183
52477	3349	448
226841	4190	1
226844	4087	420
100125339	1649	0
75558	428	3
68972	1258	89
381318	2973	4
381319	712	0
619288	2234	124
11910	1977	10283
100504360	568	23
100861628	406	1
66208	658	63
66950	4204	67
226849	3082	292
100504379	2421	0
76843	4202	30
77065	3252	243
226856	7246	798
18005	3197	155
98736	4362	7
22782	5230	276
74023	3720	27
22033	2102	50
100628582	81	0
100042625	720	707
214742	1597	123
100038712	2612	40
16510	7143	26
226861	2835	33
320952	2041	0
73455	404	2
214791	3401	81
100503471	624	5
329324	1731	0
215193	5548	136
54139	4125	671
319266	3834	39
215243	2121	1
15483	1446	150
14373	843	0
100503531	873	0
16780	4055	810
215303	2453	4
387201	68	0
74942	578	0
18845	11036	652
100628615	64	0
12490	2621	265
320400	2491	6
320977	5195	51
723963	81	0
387224	88	0
17221	1213	19
12946	1662	464
12902	6207	1
215728	2801	0
619314	1938	0
670558	2817	32
76142	2524	570
70337	1540	270
213783	7415	200
270685	4332	36
83397	6247	203
381990	3227	251
66084	1849	89
73419	2290	114
100504234	2151	130
13982	4319	12
64009	18115	498
68632	2777	102
22353	1527	0
67141	1807	48
108853	2621	125
56533	8191	6
100041224	522	0
18390	2639	0
320495	8240	11
215748	3448	210
77777	1819	0
237253	3403	43
18537	1917	521
320642	1253	10
69912	1290	53
407824	2188	15
16798	7215	783
23924	1775	394
215751	1557	491
100503695	916	3
67418	2896	362
237256	4093	2
100628581	94	0
68652	4278	945
338362	4284	12
70097	7183	774
791352	3151	0
320825	2495	28
620417	2980	2
78808	9074	401
215772	5218	212
67844	2054	73
382450	3785	0
14816	6990	0
78056	444	0
268281	9293	317
71865	5114	434
13853	1079	16
22288	12382	768
320273	1182	13
74732	2396	34
66125	734	376
22634	5260	934
100862331	414	0
75122	1053	0
353258	1769	348
215789	8913	819
66848	3954	1012
56535	2405	236
66757	1453	26
66253	1054	343
15273	9768	706
100504211	3928	4
215798	6505	175
100039571	514	20
66201	1325	258
69412	910	0
76743	1477	0
18101	1173	0
100504235	3401	0
17684	1969	757
378431	4457	10
380629	3667	522
73112	810	403
19707	2618	482
100045792	2900	63
215814	1166	59
215819	7638	360
56016	1910	71
215821	8216	34
237300	2355	1
73968	2928	20
64058	1901	1718
21929	4595	855
100504265	6220	0
94222	2066	3
15979	2099	540
237310	2468	3
237313	2088	0
76157	2629	23
18634	1894	422
26408	5393	839
17761	3895	1447
73811	629	0
621697	592	135
72567	5454	1735
71804	2307	23
29863	4127	58
52906	5094	130
100038717	3304	0
100504283	1667	1
17863	3777	433
56422	4893	489
73990	1016	3
237320	2243	0
76924	485	0
67692	1061	0
432436	2206	0
20393	4158	1580
114671	1771	0
319887	2292	27
379043	1274	35
667281	952	0
606736	4515	1
56554	1271	0
100038752	4548	0
353169	3762	57
237336	2875	314
100504411	1274	0
100038582	2198	1
21412	1239	54
14051	4099	5
20042	518	173
100529074	105	33
100529075	68	27
76306	2837	264
26464	1811	378
22361	2416	392
111174	999	0
209512	1020	0
493809	1032	0
209513	1044	0
215854	1014	0
215855	1038	0
215856	1077	0
209517	1077	0
435206	1077	0
276742	1077	0
435207	1077	0
215859	1035	0
382348	1035	0
494546	1109	0
503558	1047	0
53331	2500	457
100862153	747	0
59012	3083	0
14219	2403	807
18605	3224	105
209558	2815	5
70208	4946	387
11846	1477	5
432442	3123	344
13822	4464	497
100504474	674	0
73803	865	0
215866	1543	0
77220	4115	3
100040851	1193	0
268288	3554	3
237339	3411	155
667572	1206	0
73910	3616	294
16773	9713	257
100040961	485	2
19272	6177	1260
210757	3981	1
100504516	4347	0
114676	1545	1
67719	1319	0
67412	3948	2
212448	5644	8
52665	3180	38
68031	4404	355
72780	2397	2
100504540	2648	0
66311	1512	10
73681	2359	98
100504586	3440	261
66847	696	101
211329	5338	422
15214	2532	39
69692	718	133
21987	1267	54
100041294	710	120
268291	2860	129
432450	3745	0
76757	4514	1
442820	1844	0
100862254	809	0
215890	2500	0
215895	882	0
57430	1096	0
212892	3650	297
72580	2364	187
414093	7840	7
66521	1082	80
692132	1185	0
270711	3714	0
103511	1786	14
215900	1082	3
212898	4225	111
22110	2696	591
72480	3900	480
319638	2716	291
12813	3130	0
14302	4805	239
100041585	3201	36
319415	3098	0
15182	2004	618
17118	4186	291
215919	1054	0
16775	6046	208
66337	730	41
71924	2929	37
327743	1418	4
14360	3692	66
100504626	1313	3
103213	2867	299
327744	1664	41
19714	10666	636
100504659	947	0
213332	781	12
75299	2400	13
72045	2285	0
100041085	1782	8
215928	5981	2
215929	2679	23
72472	6556	97
67239	1890	125
67371	1020	165
19850	104	3
11702	3206	359
78334	5807	582
70840	2243	0
70503	3000	211
327747	1529	16
71713	3366	312
83767	2550	4
100504721	508	7
140741	1092	0
103199	3263	163
633979	5640	108
268294	2831	149
171580	3563	82
20598	1602	317
73075	1070	201
53599	2830	3207
75973	2749	247
70538	617	0
629461	2137	59
100628609	55	0
103268	2392	29
140742	3339	313
213402	4865	95
624784	2896	9
56484	2889	315
215951	2513	148
666540	1120	0
54198	1377	916
21907	3233	0
14628	3009	276
140740	6032	1423
268297	4745	2
109205	4980	70
74530	1859	13
71365	2031	63
331623	6049	103
67851	898	108
100862325	514	0
12484	1816	6275
414125	1833	2
69443	1060	0
76563	1970	70
170728	2981	107
11630	7416	485
70365	1522	0
11793	2352	295
100316688	93	0
12142	5143	23
19072	2719	947
78977	1851	3
23828	1607	2
380669	5403	0
209462	3785	201
320363	1892	0
100418235	2163	0
14806	4872	0
100504076	1592	0
