GeneID	Length	CD24-H-4
666642	647	3
17974	2775	610
100861934	1421	11
78896	888	106
67883	1263	241
100503192	585	84
22019	4649	477
433294	1086	0
75623	1265	52
72050	2324	271
246229	3571	137
22592	4010	280
100861960	766	0
403183	3181	0
70676	2976	14
75066	906	0
12825	5564	1144
12832	6615	189
73674	2612	183
433297	641	436
53945	3380	19
100042453	717	1
212225	3483	0
227058	12318	1616
100101919	12384	1231
227059	4961	461
442837	542	0
56363	3339	18
442821	2552	2
20324	3055	2022
109019	2838	170
100045066	3051	5
17912	5042	1638
20849	2981	16
100042634	432	2
20846	5356	785
14660	7488	677
17936	5088	594
227094	3394	124
98682	5591	1509
16329	1776	193
227095	1704	279
67080	834	2
17700	2682	0
69397	627	0
227099	3032	11
227102	1846	74
72085	2283	93
70396	2362	213
627872	12272	1131
98267	3278	130
329152	11336	85
78016	3807	841
98488	3005	148
241062	10579	29
329154	6140	1565
81898	6192	2755
67876	1733	341
15510	2332	1142
15528	768	343
19070	2826	174
74013	3677	65
212679	2882	73
75388	1258	1
227120	6555	20
626009	1369	37
329159	1906	0
71066	1408	0
212712	5286	15
329160	3728	1
407809	3304	0
75323	2052	0
73467	3008	40
68736	1442	125
68115	1325	181
67198	4045	261
51960	2733	159
68549	5416	19
11761	4382	2497
71724	4360	1614
71872	4973	0
213043	4776	0
66882	2833	1179
12747	3088	1788
70225	1630	193
65102	2105	188
18393	3371	191
100504455	2126	11
213056	8695	124
66495	532	686
100504501	936	11
108812	1579	25
12633	7814	626
12370	2777	330
70827	6240	431
227154	2318	201
73463	2131	0
381259	1972	606
227157	3087	13
74018	7038	233
271697	1477	0
14369	4809	165
381260	3595	2623
22218	1215	425
55989	1976	412
100217459	53	0
100217421	63	0
12168	3507	393
100504533	314	25
72750	5532	527
70375	3650	71
57750	3376	69
241066	2604	89
100504573	431	8
269198	12108	328
77951	1501	279
329165	5974	247
77300	9117	578
100043027	207	0
100042533	791	3
12487	4317	6
100504618	845	0
12477	1931	7
54167	3254	19
77341	892	0
72823	8392	273
18187	8122	79
74992	895	0
227195	13529	750
100380944	1802	39
100504668	1301	18
227197	2927	673
55949	1933	1834
100217464	113	9
241070	1606	0
73884	12621	37
23792	6879	12
241073	2427	82
76668	1711	775
75619	3205	123
74426	1756	3
433315	1432	2
93691	1344	92
12912	8421	350
67099	2666	154
69941	713	1
227210	2927	111
14367	6914	455
241075	8562	493
70861	1353	0
667276	1020	0
12968	642	0
12967	635	0
12966	612	0
12965	605	0
12964	615	0
98303	2180	0
15926	2438	423
18711	11255	237
213527	2414	0
12969	622	0
17756	5520	64
100038569	1663	0
329178	13533	0
66646	2630	190
68691	4760	232
11363	1892	1447
100862127	515	2
17901	1111	0
14768	4461	384
227231	4704	0
13869	4257	0
100502712	2069	0
22779	9424	136
66722	2270	809
320460	4655	0
12021	5448	9
74591	8323	1
108147	2611	717
14268	8312	643
100042814	1193	0
667931	1019	0
71134	1093	0
433319	483	0
381269	2493	24
111175	1186	27
271711	2815	1
22596	2556	562
381270	4187	1604
54380	6715	576
319695	4573	1
19981	588	413
16008	1330	1410
16011	5854	17928
21958	427	0
69449	571	0
723792	1560	3
78718	551	0
109198	1801	3
21961	9966	2070
435626	2336	4
100862357	817	0
12765	3043	2
227288	1125	0
100316687	67	0
76709	1597	1992
227289	990	0
227290	1820	2127
56695	3501	626
69660	2309	1513
241112	2101	3538
18173	2304	64
227292	2776	1091
387219	85	0
22349	3117	7
319651	7196	562
58184	3266	532
18802	3121	8
77264	7472	229
66821	1829	68
57751	1475	484
269209	5235	3324
67534	4253	1013
104086	1890	56
241113	2832	7
22420	2068	0
22409	1962	0
12570	2704	0
260298	1479	0
12958	702	10
723900	64	0
241116	5718	21846
16147	2444	57
75570	860	72
22626	2059	22
69171	2738	1168
227298	2557	1472
68818	1299	326
74104	2934	1277
245860	3764	706
52231	2764	405
74577	3451	709
20872	2885	869
22145	2053	624
381272	767	1
56812	3203	3895
19275	3535	35
19711	710	4
13437	1946	543
13346	2150	176
100503248	676	0
11790	11933	25
69080	1528	355
100862164	449	0
241118	2650	1
74241	3235	853
319998	2185	117
98733	5770	519
16322	1463	323
71728	4458	2238
20536	4441	912
100862333	771	0
620079	2188	0
13838	6328	70
18505	3868	0
100039210	1208	1
433323	3998	22
23874	2132	383
68393	1206	0
74205	3950	2934
195434	3981	243
57814	2463	20
20254	2485	0
100862182	832	0
252903	2876	19
69368	4714	531
100038695	1791	1
69163	1424	263
100862198	480	0
20720	2055	2175
241128	2862	19
26554	2764	1051
72208	394	0
210293	7303	30
241134	4919	0
16367	9163	157
100503073	3039	0
76867	3757	625
100503095	2833	1
12829	7808	89
12828	8609	116
75734	1866	780
66261	1503	0
100044526	654	0
15463	3137	463
80721	2974	21
71386	992	0
20297	802	9
71227	1670	1261
77629	6512	0
98496	2667	42
227325	3632	15
100628595	77	0
14897	9632	1852
66153	900	1523
71781	2349	1
100503433	891	0
381287	1760	1
621875	1334	1
100040135	1348	0
665378	1621	0
620078	1971	13
100040213	891	0
100039794	1073	0
665338	891	2
109032	1971	129
434484	2417	100
100503502	852	0
100503045	659	0
20684	2158	262
319997	1936	16
12283	3800	1667
64294	2024	2216
71141	1148	1
227326	2550	4
70060	1602	0
72792	3331	13
70247	3256	1381
15559	2072	6
78795	5258	835
100861644	653	4
227327	2595	210
383538	483	0
17975	8257	2907
100303740	116	3
80828	68	0
319336	1266	24
14767	1218	2
71863	1721	33
19231	1192	3084
18582	1092	430
26895	2231	306
18159	1042	3
208718	3171	521
11650	2113	0
76768	2337	0
11648	1680	0
13599	2698	0
69453	1999	0
11447	2910	0
11449	1921	0
26987	4928	614
98363	1805	28
227331	5743	651
100040591	1349	481
73234	462	1
53972	3384	828
319977	1676	5
620454	1602	4
23956	2018	50
16331	4938	147
77040	3180	548
100217415	248	1
20215	1718	64
100503175	947	1
227333	5694	1056
227334	5316	524
394430	3242	0
394434	3216	0
394432	3294	1
394435	2293	169
94284	3302	716
394433	3208	6
22236	3206	3
15504	1017	16
394436	3229	10
100040766	7526	21
381280	8439	56
78605	3662	0
171382	3844	0
75396	870	11
14659	1957	1
100503197	2622	31
320982	3967	1391
78650	476	1
73475	603	2
98402	3673	772
77331	591	0
347722	9581	401
74403	3611	0
14472	2126	1
208372	1404	0
74918	3210	3212
12778	2579	143
108679	1843	880
433332	1207	0
12835	10841	363
171531	4484	304
623503	261	0
19329	1950	15
16978	5743	1683
329207	3851	1
51801	3022	251
67921	1363	338
665783	892	69
50880	2207	164
227357	5442	147
100503326	684	0
70788	3020	3
227358	2815	20
67444	1368	1089
67086	547	60
55927	1335	1924
18627	5837	1371
74019	3500	9168
65247	6072	966
13345	1312	3
208727	3960	159
67273	1220	733
259040	939	0
258228	936	0
259041	1189	0
259039	1082	0
258274	966	0
258483	972	0
258484	969	0
257890	1121	0
66915	711	523
260301	704	0
14733	3552	191
100504295	543	0
387167	66	0
241158	3243	395
67446	1491	212
108657	3039	1457
100037260	1689	3
23830	2877	801
64095	4396	58
208760	1088	0
16560	8257	2086
11611	1517	2
71874	2362	1922
381284	7348	3212
208777	4474	2439
69821	3315	2808
269224	5119	169
66385	3653	630
404545	3217	2
110611	6238	3884
18000	3335	1280
227377	3912	160
59041	3254	2699
51800	1432	2413
67026	2160	387
66615	2964	587
21915	1310	396
66262	4539	352
98314	3058	178
381334	2846	2
100041596	1185	0
666009	570	4
619597	4059	1
241159	4511	0
18566	1930	1
74689	1565	0
67698	2107	507
20452	5677	43
75381	761	0
100504401	921	0
73454	356	0
75159	583	0
227394	2394	48
329217	3849	126
67854	2475	1
74441	2433	0
634331	2091	0
634346	2300	0
52392	2738	840
227399	5565	204
252876	2041	98
18484	4103	1300
78603	1178	2
69030	1687	1
70866	2328	0
100504494	800	4
241175	5120	0
100504525	886	0
23836	3722	0
320311	8529	32
100504568	1284	2
27392	6777	266
227446	5406	382
100042023	231	22
21934	5022	46
635504	465	6
227449	6661	338
626049	545	1
98432	6104	471
12043	7749	70
320761	1243	0
70750	5582	275
20479	3272	655
20724	2565	2
71869	1735	1
241196	1607	0
20248	1629	0
394252	1164	0
383548	1632	0
381286	1659	0
66957	1699	0
116872	1887	0
18788	2047	0
241197	3490	2
20725	3289	47
241201	3353	0
227485	3054	1
319901	5763	76
636808	3915	0
634762	729	0
22099	3040	772
67949	1894	199
76707	7899	562
68204	597	4
81879	9270	256
14633	6708	9
16324	4255	1571
100502628	748	0
64143	2277	455
226351	2830	93
226352	7746	1431
19258	4707	76
66343	3301	132
226356	2511	1113
319229	1924	0
170706	1017	44
13167	745	1007
73103	1089	27
68428	3177	45
226359	2000	0
17167	1985	7
13798	2554	0
98452	1580	0
72999	2524	725
70829	7256	203
15564	2019	0
66942	2249	126
100502702	453	0
269109	4630	0
74117	2746	1100
74150	2597	1262
71111	2690	139
72585	2047	1
210356	7593	323
107895	3104	388
667090	484	26
72160	2517	29
266645	2303	0
100502745	464	0
72949	3514	548
22625	3936	956
226407	4251	712
226409	4154	29
226412	4812	350
387147	70	0
67812	4093	1534
226413	6166	5
17219	2901	231
226414	2509	568
12767	1814	124
210417	6253	0
100042740	613	11
13137	1324	70
13136	2527	2783
22789	2034	1
12269	1883	0
12270	754	29
18640	9621	1236
226418	3843	92
212439	2909	442
64435	1911	121
100502856	1065	59
18703	3849	1407
69169	1491	16
93672	1116	0
58181	824	0
329244	1023	0
16153	1306	0
17164	2567	1723
226419	2072	683
16865	2290	849
54354	3405	65
56489	3203	914
14270	8040	1359
108900	2105	60
26361	4148	0
13034	2120	3
226421	2523	18
320718	3640	332
212933	3540	50
98396	4660	917
226422	1189	76
98415	6096	556
212980	3426	437
13714	3671	200
213006	4853	103
18557	3046	198
723818	97	0
213409	958	1
213417	4269	1026
74137	3132	304
68875	3410	737
213452	6385	614
213464	3632	299
74626	1742	67
21367	9535	0
269116	10379	2
100038653	1879	0
16980	3346	0
17248	3490	683
240752	7929	742
108954	5588	1493
240753	7457	1097
100502933	3112	109
68338	1842	499
280287	496	91
19701	1423	0
214253	2279	47
20668	3531	784
20643	492	167
70579	4395	2296
667118	5007	339
240754	2371	7
381290	8292	348
269120	2074	3
116847	3602	801
100502984	884	0
14264	2859	9
100502999	532	48
12227	3083	17726
667414	432	1
71884	1711	0
12654	1689	2028
53311	1829	5
11539	5786	95
17928	1480	0
68507	6067	11
57439	3169	700
240755	1770	1
72017	1626	341
72674	2024	1422
100861791	590	0
240756	3196	327
98710	1960	335
100503055	641	4
71001	1457	2
75605	6300	867
20980	3386	3
329251	6185	73
67196	1079	31
329252	3623	62
13924	6089	0
100038590	915	0
320139	3264	4
68724	1702	2045
171469	2253	7
13710	2000	3988
215615	2301	1118
21854	917	431
93689	3942	51
77552	1190	106
226432	6236	658
215690	12767	228
13007	1770	5913
27280	1467	1077
21952	1114	4
16763	2992	191
21956	1194	15
18772	4486	4
226438	8996	0
66241	1750	635
12292	6260	188
329253	508	0
16565	9119	153
76422	2922	5
67313	3013	245
100042513	584	0
383563	1960	0
67886	7823	421
320054	2097	33
67997	2228	181
381293	8770	2
71084	1846	1
226442	5275	195
100503460	489	27
100503474	1199	18
667686	385	0
26424	3857	0
320138	3023	0
735252	87	0
723890	80	0
19264	5664	53
338375	1887	0
59125	3366	780
545363	1930	0
16876	5750	0
69549	571	55
75546	410	0
329260	8314	189
170788	4702	14
71209	1111	0
226470	8362	134
12316	9866	4
14060	2378	0
50702	1732	0
624286	999	0
214403	2887	1
545366	1602	1
12628	4365	240
240776	3957	2
75910	551	0
226472	591	0
214498	2678	213
26878	4578	9
69367	3730	208
20822	8721	450
56207	1851	108
19735	3009	102
100861894	494	0
246709	1497	0
50778	1330	10
624910	459	0
64214	1859	2
215378	3172	0
100043240	3910	1
791353	1179	0
100503781	490	0
18783	2846	773
320019	1098	18
19225	4150	630
100043257	532	408
100043261	345	0
20028	1247	0
75584	610	0
226499	3242	315
108989	7550	1719
96875	4278	1
545370	18316	534
402734	2640	19
73176	1674	0
117198	5037	2260
66875	3668	837
98685	2665	677
19821	3028	215
100503012	373	104
63913	3939	79
66967	6604	361
69399	9754	59
66637	1133	121
269132	4056	57
19731	3887	667
100861876	505	59
71281	1566	162
67771	1897	1004
100503084	519	0
17970	2596	28
226517	6069	1000
226518	4523	34
16782	5164	653
226519	7622	848
626058	2827	4
71836	2045	0
13211	4613	1435
74091	1403	316
67792	5804	0
329271	3337	0
19734	2335	64
24014	4758	67
240816	3640	27
240817	1654	8
433365	2527	1
240819	1415	0
14645	2782	4086
100861882	573	0
207678	1877	0
78112	613	0
12290	12697	3
15939	3270	5097
15064	2509	1616
58244	2459	640
207792	4611	24
100503411	2791	0
19775	7651	543
433367	1751	3
72482	1942	371
16872	1853	2
100861926	688	1
104009	3361	3331
74081	13307	1059
208263	4439	534
240832	8112	1190
329274	3687	0
214575	3443	1
170484	3108	2
77352	3297	18
20652	4785	619
11352	10714	430
30935	3268	1412
100503836	636	0
215015	4238	624
78255	7133	513
72713	2190	3
73435	898	0
226525	10046	494
69953	1194	94
226527	1289	481
89867	4651	32
100504090	420	0
240843	4101	2
11899	7224	1
735253	109	0
23850	8585	2
72025	2475	0
26374	5056	180
100217414	118	1
21960	5395	54
67647	5391	727
75255	887	1
329278	5812	1586
64659	1970	389
12301	2115	388
29809	9489	1760
100316784	109	0
620246	1086	0
620750	465	1
381305	11011	578
11905	2162	6
240869	3883	58
14455	2554	1041
100628588	91	0
100217446	65	2
226539	3581	139
70454	4327	38
226541	4037	333
73844	3723	1104
100502590	954	29
11758	2334	13745
22164	1609	1
240873	2064	0
14103	1935	1
226551	6308	340
75368	1164	1
67292	3301	377
103967	7523	116
72753	919	0
474332	7928	0
723821	110	0
387210	110	0
71449	2791	114
53330	2532	139
17926	2080	1
100038657	741	0
226562	10444	1996
226564	1787	17
14261	2326	1283
55990	3336	1386
226565	1870	31
14262	2010	539
78258	2956	1
18933	7448	16
98376	2509	57
240879	1053	0
16579	3907	1153
240880	4069	291
381306	2912	12
69962	1457	24
20339	2912	9
20343	2321	15
20344	3438	67
100503816	1241	3
14067	7406	15
116914	3546	97
74895	1896	4151
66352	4035	527
171567	3011	797
11931	2422	4140
56429	1636	290
433374	1588	0
16963	502	1
69476	357	0
75857	998	0
83993	2662	0
108735	5526	1366
226591	4395	367
240888	1943	22
74106	3306	680
70456	854	469
271639	5209	0
68481	2356	1564
100503268	612	1
226594	2670	227
100503283	1514	0
433375	2125	2365
12503	4604	32
18986	13123	191
240892	4025	0
59290	2293	1
98558	1546	0
100039795	8260	9
100503318	2514	5
27878	2145	149
71592	7372	245
226601	1744	0
226604	3012	0
240894	3065	0
100503962	936	3
226610	4986	20
80914	1338	86
68944	4474	501
100862084	376	0
56752	2833	564
66447	635	1230
240899	1137	0
100503977	287	0
20183	2363	0
110648	3338	0
18514	9027	1498
66977	2405	12
19737	1809	2
100862094	1412	2
19736	2941	22
78465	1440	19
15490	4574	62
67303	1135	5
18214	8290	170
107652	2283	541
16589	2024	70
545378	399	0
622708	1691	1
26904	1433	2
665574	3833	101
76925	713	0
70729	3684	27
320078	3095	483
226641	7463	1431
80915	1374	94
435653	1284	1
98752	1727	12
14130	1547	12
246256	1250	4
14131	1353	10
75472	1034	7009
66052	1179	1189
17528	1993	36
66425	1575	4259
12355	1414	2
641376	2920	282
11807	521	7
14127	658	39
226646	1606	1458
240913	3673	29
57370	1998	954
19044	1821	1406
30941	2185	1071
66155	964	489
100862110	308	0
100504072	1662	1
21945	2733	516
27045	1374	575
18637	622	745
68874	1555	369
71740	3504	1059
226652	4488	29
22278	1822	625
226654	551	417
16456	2482	3372
56009	1273	37
16429	1140	1
18106	3758	6
17085	2449	0
75345	3977	3
12506	1142	9
100041098	195	225
27218	2688	1
12523	6253	12
100038548	2574	1
100862186	671	0
30925	2443	1
93840	2260	27
18071	2487	0
59287	2855	1475
12847	4629	2510
100504176	730	0
19298	3131	697
98193	3743	2351
18611	2477	1023
12372	1874	14
27222	3485	0
98660	6227	261
140559	2234	892
16524	3270	3
16513	5407	6
67556	7569	365
100862199	620	0
98365	1145	10
93842	4249	364
21346	1382	6635
71870	1822	3398
71319	941	179
240916	1879	27
74748	2040	7
677296	1914	0
68440	1417	104
100040320	811	3
12944	1698	0
20219	984	0
18313	1050	0
258759	933	0
258758	1063	0
258880	942	0
258881	1034	0
14125	1026	0
258645	991	0
100504232	694	0
13349	1158	3
94332	4159	1
383619	2541	6
240921	2951	7
545384	1294	0
623121	2680	4
236312	3497	11
100033459	2987	66
100504251	716	0
226691	3484	7
15951	2296	5
100504287	1468	10
666028	634	0
100040462	1908	62
381308	1651	2
15950	3793	39
26388	1796	8
226695	1613	1
258712	1004	0
258711	939	0
258713	954	0
258717	943	0
259162	948	0
404222	924	0
258716	948	0
258715	1050	0
258302	1046	0
20739	8405	0
258710	1088	0
66289	803	0
258238	930	0
258709	1010	0
258756	955	0
546747	978	0
54418	6442	62
23893	3745	49
24012	2487	2
14194	1632	1057
98256	2498	4
13603	1721	53
12663	6117	152
75820	3817	1
26909	5506	13
319455	3894	2
545389	6930	245
723921	99	0
76816	2619	1030
15365	1510	7
23797	4735	281
30928	5106	635
75589	698	1
69428	749	14
11566	2553	1662
631584	2790	0
545391	1663	2
78825	4214	232
791357	1199	8
75164	651	0
666295	875	985
320110	427	16
66359	448	161
51810	3670	3987
68226	2539	352
269152	7406	604
69726	3769	367
15278	2448	76
226744	4545	1029
109232	1922	1084
226747	8831	879
100503705	1428	0
226751	8656	1124
67426	4076	228
19165	2084	419
277333	3581	136
320404	5101	1877
381310	6557	6
11545	3827	791
72568	3377	19
27217	2294	0
170760	3471	566
100504581	591	0
15078	1076	443
208768	3189	336
100504598	177	2
320202	2462	5
100862334	599	0
69051	1599	639
13590	1604	32
208795	3239	2463
13849	1665	5850
619326	1898	1
67459	3060	228
98417	3268	335
226757	7047	1633
329307	2505	7
72978	2727	0
403180	1819	992
240960	13996	17
98386	3552	614
433384	1343	4
13800	4288	1891
27058	1388	381
625823	921	0
13244	2005	561
67330	686	0
67948	4913	465
209456	4370	2421
12334	3185	2071
170725	3705	23
433386	2055	0
96935	2035	108
53791	3199	87
68897	5030	198
71678	3456	338
108909	3293	206
338366	6678	1419
21339	2386	575
78772	2736	22
73363	967	40
63953	2712	184
73590	778	0
74971	1722	0
15284	2149	55
66112	2161	79
67247	1883	1028
100316821	82	0
226777	2853	416
226778	4565	16
98732	6988	718
100217449	113	0
381314	3540	1575
387189	67	0
387211	112	0
23827	2182	834
107508	4850	959
319562	3406	0
100039138	2761	0
226781	5836	0
114668	709	0
226791	1577	71
21808	4725	30
67223	1213	121
110957	3212	0
74717	1645	708
69308	823	2
67769	4565	496
100862400	1119	28
26381	5580	159
320272	2212	0
22283	15891	0
226823	3703	776
16526	3959	1037
100042424	516	335
100039307	642	54
108000	11130	26
19250	10746	1446
226830	1605	375
19130	4139	7
100504619	832	0
320119	3995	315
52477	3349	599
226841	4190	10
226844	4087	190
100125339	1649	9
75558	428	11
68972	1258	140
381318	2973	9
381319	712	2
619288	2234	249
11910	1977	27050
100504360	568	57
100861628	406	0
66208	658	283
66950	4204	128
226849	3082	484
100504379	2421	18
76843	4202	4
77065	3252	338
226856	7246	2088
18005	3197	2177
98736	4362	72
22782	5230	561
74023	3720	879
22033	2102	91
100628582	81	1
100042625	720	3335
214742	1597	162
100038712	2612	54
16510	7143	32
226861	2835	15
320952	2041	0
73455	404	0
214791	3401	19
100503471	624	2
329324	1731	11
215193	5548	155
54139	4125	615
319266	3834	27
215243	2121	6
15483	1446	266
14373	843	0
100503531	873	0
16780	4055	290
215303	2453	2
387201	68	0
74942	578	0
18845	11036	977
100628615	64	0
12490	2621	399
320400	2491	7
320977	5195	52
723963	81	0
387224	88	0
17221	1213	15
12946	1662	330
12902	6207	2
215728	2801	0
619314	1938	0
670558	2817	15
76142	2524	1232
70337	1540	246
213783	7415	151
270685	4332	264
83397	6247	605
381990	3227	259
66084	1849	62
73419	2290	89
100504234	2151	2324
13982	4319	9
64009	18115	5146
68632	2777	157
22353	1527	0
67141	1807	23
108853	2621	58
56533	8191	4
100041224	522	0
18390	2639	0
320495	8240	2
215748	3448	136
77777	1819	4
237253	3403	129
18537	1917	918
320642	1253	40
69912	1290	31
407824	2188	30
16798	7215	653
23924	1775	351
215751	1557	536
100503695	916	6
67418	2896	402
237256	4093	5
100628581	94	0
68652	4278	873
338362	4284	9
70097	7183	827
791352	3151	0
320825	2495	43
620417	2980	17
78808	9074	339
215772	5218	3711
67844	2054	17
382450	3785	0
14816	6990	0
78056	444	0
268281	9293	279
71865	5114	336
13853	1079	28
22288	12382	1312
320273	1182	33
74732	2396	39
66125	734	809
22634	5260	478
100862331	414	0
75122	1053	1
353258	1769	275
215789	8913	500
66848	3954	695
56535	2405	374
66757	1453	24
66253	1054	803
15273	9768	478
100504211	3928	0
215798	6505	334
100039571	514	18
66201	1325	382
69412	910	0
76743	1477	0
18101	1173	0
100504235	3401	0
17684	1969	510
378431	4457	9
380629	3667	317
73112	810	156
19707	2618	659
100045792	2900	1103
215814	1166	187
215819	7638	565
56016	1910	70
215821	8216	90
237300	2355	6
73968	2928	101
64058	1901	921
21929	4595	648
100504265	6220	0
94222	2066	77
15979	2099	976
237310	2468	1
237313	2088	0
76157	2629	138
18634	1894	1120
26408	5393	965
17761	3895	1901
73811	629	0
621697	592	96
72567	5454	1378
71804	2307	17
29863	4127	322
52906	5094	511
100038717	3304	1
100504283	1667	2
17863	3777	2336
56422	4893	640
73990	1016	2
237320	2243	2
76924	485	0
67692	1061	0
432436	2206	0
20393	4158	697
114671	1771	0
319887	2292	34
379043	1274	14
667281	952	0
606736	4515	1
56554	1271	0
100038752	4548	0
353169	3762	614
237336	2875	512
100504411	1274	0
100038582	2198	4
21412	1239	111
14051	4099	1
20042	518	132
100529074	105	21
100529075	68	26
76306	2837	369
26464	1811	122
22361	2416	83
111174	999	0
209512	1020	3
493809	1032	0
209513	1044	1
215854	1014	0
215855	1038	0
215856	1077	0
209517	1077	0
435206	1077	0
276742	1077	0
435207	1077	0
215859	1035	0
382348	1035	0
494546	1109	0
503558	1047	0
53331	2500	571
100862153	747	0
59012	3083	1
14219	2403	316
18605	3224	17
209558	2815	6
70208	4946	382
11846	1477	1
432442	3123	181
13822	4464	733
100504474	674	0
73803	865	0
215866	1543	0
77220	4115	8
100040851	1193	0
268288	3554	1
237339	3411	74
667572	1206	0
73910	3616	2152
16773	9713	147
100040961	485	4
19272	6177	1183
210757	3981	1
100504516	4347	0
114676	1545	3
67719	1319	0
67412	3948	0
212448	5644	3
52665	3180	31
68031	4404	318
72780	2397	3
100504540	2648	0
66311	1512	7
73681	2359	59
100504586	3440	135
66847	696	75
211329	5338	236
15214	2532	22
69692	718	96
21987	1267	27
100041294	710	230
268291	2860	202
432450	3745	0
76757	4514	1
442820	1844	0
100862254	809	0
215890	2500	0
215895	882	0
57430	1096	0
212892	3650	3403
72580	2364	114
414093	7840	6
66521	1082	107
692132	1185	0
270711	3714	0
103511	1786	20
215900	1082	0
212898	4225	78
22110	2696	554
72480	3900	625
319638	2716	204
12813	3130	0
14302	4805	68
100041585	3201	14
319415	3098	0
15182	2004	738
17118	4186	474
215919	1054	0
16775	6046	464
66337	730	198
71924	2929	28
327743	1418	4
14360	3692	190
100504626	1313	29
103213	2867	710
327744	1664	72
19714	10666	1180
100504659	947	0
213332	781	55
75299	2400	238
72045	2285	7
100041085	1782	68
215928	5981	47
215929	2679	369
72472	6556	789
67239	1890	105
67371	1020	257
19850	104	0
11702	3206	253
78334	5807	557
70840	2243	0
70503	3000	1575
327747	1529	55
71713	3366	331
83767	2550	4
100504721	508	2
140741	1092	0
103199	3263	143
633979	5640	1805
268294	2831	182
171580	3563	88
20598	1602	635
73075	1070	2478
53599	2830	1492
75973	2749	4051
70538	617	3
629461	2137	1081
100628609	55	0
103268	2392	16
140742	3339	223
213402	4865	1413
624784	2896	10
56484	2889	237
215951	2513	537
666540	1120	1
54198	1377	1436
21907	3233	0
14628	3009	219
140740	6032	915
268297	4745	2
109205	4980	78
74530	1859	8
71365	2031	79
331623	6049	139
67851	898	130
100862325	514	0
12484	1816	19100
414125	1833	0
69443	1060	3
76563	1970	170
170728	2981	260
11630	7416	307
70365	1522	0
