GeneID	Length	EpCAM-P-6
67702	2434	806
263764	5799	0
619289	2000	0
100042065	359	0
73426	531	0
26921	5974	1003
100047133	858	0
16178	1343	13
16177	5035	821
107527	1950	15
17082	6967	3
16182	4781	1999
16174	2487	36
110895	3822	2
226999	3493	1
211798	3152	40
381339	1096	0
74897	573	0
66297	546	0
18993	3065	1
73100	2841	0
69527	1419	664
93690	3860	0
73122	5538	1105
98404	3457	343
14200	1563	2
666642	647	2
17974	2775	199
100861934	1421	2
78896	888	2
67883	1263	112
100503192	585	85
22019	4649	518
433294	1086	0
75623	1265	105
72050	2324	177
246229	3571	183
22592	4010	237
100861960	766	0
403183	3181	1
70676	2976	50
75066	906	0
12825	5564	2455
12832	6615	330
73674	2612	187
433297	641	251
53945	3380	33
100042453	717	1
212225	3483	0
227058	12318	18
100101919	12384	6
227059	4961	221
442837	542	0
56363	3339	7
442821	2552	0
20324	3055	537
109019	2838	319
100045066	3051	11
17912	5042	1263
20849	2981	2
100042634	432	3
20846	5356	455
14660	7488	657
17936	5088	684
227094	3394	294
98682	5591	921
16329	1776	71
227095	1704	286
67080	834	4
17700	2682	0
69397	627	0
227099	3032	23
227102	1846	275
72085	2283	153
70396	2362	276
627872	12272	6
98267	3278	206
329152	11336	50
78016	3807	6
98488	3005	146
241062	10579	149
329154	6140	215
81898	6192	3179
67876	1733	477
15510	2332	900
15528	768	464
19070	2826	405
74013	3677	132
212679	2882	66
75388	1258	0
227120	6555	5
626009	1369	133
329159	1906	0
71066	1408	0
212712	5286	9
329160	3728	5
407809	3304	0
75323	2052	1
73467	3008	58
68736	1442	85
68115	1325	131
67198	4045	44
51960	2733	124
68549	5416	12
11761	4382	784
71724	4360	6093
71872	4973	3
213043	4776	0
66882	2833	1222
12747	3088	3115
70225	1630	147
65102	2105	112
18393	3371	228
100504455	2126	4
213056	8695	854
66495	532	543
100504501	936	42
108812	1579	2
12633	7814	1047
12370	2777	300
70827	6240	538
227154	2318	169
73463	2131	0
381259	1972	96
227157	3087	5
74018	7038	232
271697	1477	0
14369	4809	966
381260	3595	21
22218	1215	349
55989	1976	300
100217459	53	0
100217421	63	0
12168	3507	236
100504533	314	112
72750	5532	817
70375	3650	9
57750	3376	76
241066	2604	30
100504573	431	6
269198	12108	416
77951	1501	151
329165	5974	116
77300	9117	755
100043027	207	1
100042533	791	5
12487	4317	2
100504618	845	0
12477	1931	0
54167	3254	1
77341	892	0
72823	8392	145
18187	8122	185
74992	895	0
227195	13529	714
100380944	1802	30
100504668	1301	4
227197	2927	635
55949	1933	3288
100217464	113	17
241070	1606	0
73884	12621	14
23792	6879	10
241073	2427	0
76668	1711	4
75619	3205	113
74426	1756	2
433315	1432	0
93691	1344	33
12912	8421	617
67099	2666	124
69941	713	0
227210	2927	94
14367	6914	1001
241075	8562	136
70861	1353	0
667276	1020	1
12968	642	0
12967	635	0
12966	612	0
12965	605	0
12964	615	0
98303	2180	0
15926	2438	1066
18711	11255	404
213527	2414	0
12969	622	0
17756	5520	30
100038569	1663	0
329178	13533	1
66646	2630	413
68691	4760	334
11363	1892	1115
100862127	515	1
17901	1111	0
14768	4461	519
227231	4704	0
13869	4257	1
100502712	2069	0
22779	9424	73
66722	2270	4
320460	4655	0
12021	5448	6
74591	8323	1
108147	2611	275
14268	8312	1457
100042814	1193	0
667931	1019	0
71134	1093	0
433319	483	0
381269	2493	3
111175	1186	63
271711	2815	1
22596	2556	323
381270	4187	2
54380	6715	397
319695	4573	0
19981	588	540
16008	1330	60
16011	5854	265
21958	427	0
69449	571	0
723792	1560	0
78718	551	0
109198	1801	0
21961	9966	5854
435626	2336	2
100862357	817	0
12765	3043	1
227288	1125	0
100316687	67	0
76709	1597	2083
227289	990	0
227290	1820	1716
56695	3501	245
69660	2309	1672
241112	2101	17
18173	2304	10
227292	2776	1395
387219	85	0
22349	3117	7
319651	7196	227
58184	3266	303
18802	3121	47
77264	7472	234
66821	1829	109
57751	1475	270
269209	5235	88
67534	4253	204
104086	1890	73
241113	2832	9
22420	2068	0
22409	1962	0
12570	2704	0
260298	1479	0
12958	702	0
723900	64	0
241116	5718	41
16147	2444	6
75570	860	45
22626	2059	28
69171	2738	931
227298	2557	1589
68818	1299	434
74104	2934	112
245860	3764	575
52231	2764	244
74577	3451	96
20872	2885	526
22145	2053	1734
381272	767	4
56812	3203	1034
19275	3535	8
19711	710	4
13437	1946	683
13346	2150	103
100503248	676	0
11790	11933	77
69080	1528	407
100862164	449	0
241118	2650	0
74241	3235	626
319998	2185	121
98733	5770	52
16322	1463	16
71728	4458	295
20536	4441	264
100862333	771	0
620079	2188	0
13838	6328	142
18505	3868	0
100039210	1208	0
433323	3998	2516
23874	2132	311
68393	1206	1
74205	3950	290
195434	3981	64
57814	2463	46
20254	2485	2
100862182	832	0
252903	2876	39
69368	4714	516
100038695	1791	2
69163	1424	179
100862198	480	2
20720	2055	684
241128	2862	6
26554	2764	1064
72208	394	0
210293	7303	36
241134	4919	0
16367	9163	614
100503073	3039	0
76867	3757	374
100503095	2833	1
12829	7808	476
12828	8609	595
75734	1866	819
66261	1503	1
100044526	654	0
15463	3137	537
80721	2974	207
71386	992	0
20297	802	9
71227	1670	5
77629	6512	0
98496	2667	120
227325	3632	6
100628595	77	0
14897	9632	1827
66153	900	64
71781	2349	0
100503433	891	0
381287	1760	0
621875	1334	5
100040135	1348	0
665378	1621	0
620078	1971	0
100040213	891	0
100039794	1073	1
665338	891	0
109032	1971	46
434484	2417	58
100503502	852	0
100503045	659	0
20684	2158	90
319997	1936	12
12283	3800	1840
64294	2024	3115
71141	1148	0
227326	2550	0
70060	1602	0
72792	3331	32
70247	3256	1013
15559	2072	3
78795	5258	98
100861644	653	0
227327	2595	7
383538	483	0
17975	8257	2538
100303740	116	5
80828	68	0
319336	1266	8
14767	1218	0
71863	1721	0
19231	1192	1280
18582	1092	232
26895	2231	309
18159	1042	4
208718	3171	210
11650	2113	0
76768	2337	0
11648	1680	0
13599	2698	0
69453	1999	0
11447	2910	0
11449	1921	0
26987	4928	455
98363	1805	3
227331	5743	557
100040591	1349	519
73234	462	0
53972	3384	253
319977	1676	1
620454	1602	4
23956	2018	47
16331	4938	45
77040	3180	344
100217415	248	2
20215	1718	2
100503175	947	0
227333	5694	1486
227334	5316	474
394430	3242	0
394434	3216	0
394432	3294	2
394435	2293	2
94284	3302	241
394433	3208	1
22236	3206	0
15504	1017	33
394436	3229	3
100040766	7526	1
381280	8439	70
78605	3662	0
171382	3844	0
75396	870	0
14659	1957	0
100503197	2622	1
320982	3967	773
78650	476	0
73475	603	0
98402	3673	366
77331	591	0
347722	9581	289
74403	3611	0
14472	2126	0
208372	1404	0
74918	3210	11
12778	2579	41
108679	1843	460
433332	1207	0
12835	10841	739
171531	4484	985
623503	261	2
19329	1950	28
16978	5743	2648
329207	3851	0
51801	3022	1497
67921	1363	240
665783	892	49
50880	2207	267
227357	5442	1
100503326	684	0
70788	3020	2
227358	2815	10
67444	1368	600
67086	547	6
55927	1335	371
18627	5837	227
74019	3500	139
65247	6072	343
13345	1312	3
208727	3960	100
67273	1220	699
259040	939	0
258228	936	0
259041	1189	0
259039	1082	0
258274	966	0
258483	972	0
258484	969	0
257890	1121	0
66915	711	297
260301	704	0
14733	3552	176
100504295	543	0
387167	66	0
241158	3243	4
67446	1491	158
108657	3039	1436
100037260	1689	0
23830	2877	192
64095	4396	15
208760	1088	0
16560	8257	14
11611	1517	1
71874	2362	238
381284	7348	2
208777	4474	128
69821	3315	235
269224	5119	22
66385	3653	343
404545	3217	3
110611	6238	4129
18000	3335	2064
227377	3912	66
59041	3254	1486
51800	1432	20
67026	2160	252
66615	2964	609
21915	1310	244
66262	4539	436
98314	3058	217
381334	2846	0
100041596	1185	0
666009	570	8
619597	4059	1
241159	4511	0
18566	1930	0
74689	1565	0
67698	2107	411
20452	5677	16
75381	761	0
100504401	921	0
73454	356	0
75159	583	0
227394	2394	1125
329217	3849	254
67854	2475	1
74441	2433	0
634331	2091	0
634346	2300	0
52392	2738	94
227399	5565	217
252876	2041	72
18484	4103	927
78603	1178	5
69030	1687	0
70866	2328	0
100504494	800	13
241175	5120	0
100504525	886	0
23836	3722	0
320311	8529	2
100504568	1284	0
27392	6777	833
227446	5406	840
100042023	231	14
21934	5022	209
635504	465	7
227449	6661	385
626049	545	0
98432	6104	254
12043	7749	67
320761	1243	0
70750	5582	597
20479	3272	788
20724	2565	2
71869	1735	0
241196	1607	0
20248	1629	0
394252	1164	0
383548	1632	0
381286	1659	0
66957	1699	0
116872	1887	0
18788	2047	0
241197	3490	3
20725	3289	135
241201	3353	0
227485	3054	1
319901	5763	144
636808	3915	0
634762	729	0
22099	3040	738
67949	1894	183
76707	7899	437
68204	597	18
81879	9270	4238
14633	6708	18
16324	4255	183
100502628	748	0
64143	2277	242
226351	2830	84
226352	7746	760
19258	4707	72
66343	3301	56
226356	2511	1
319229	1924	1
170706	1017	236
13167	745	1946
73103	1089	16
68428	3177	106
226359	2000	33
17167	1985	6
13798	2554	0
98452	1580	0
72999	2524	632
70829	7256	296
15564	2019	0
66942	2249	80
100502702	453	0
269109	4630	1
74117	2746	1626
74150	2597	604
71111	2690	10
72585	2047	0
210356	7593	1119
107895	3104	73
667090	484	15
72160	2517	1632
266645	2303	4
100502745	464	2
72949	3514	953
22625	3936	4
226407	4251	752
226409	4154	27
226412	4812	353
387147	70	0
67812	4093	1238
226413	6166	5
17219	2901	305
226414	2509	427
12767	1814	61
210417	6253	0
100042740	613	12
13137	1324	0
13136	2527	777
22789	2034	0
12269	1883	3
12270	754	11
18640	9621	3792
226418	3843	193
212439	2909	1281
64435	1911	37
100502856	1065	4
18703	3849	107
69169	1491	4
93672	1116	1
58181	824	0
329244	1023	0
16153	1306	1
17164	2567	2853
226419	2072	69
16865	2290	601
54354	3405	38
56489	3203	18
14270	8040	485
108900	2105	18
26361	4148	0
13034	2120	2
226421	2523	24
320718	3640	3758
212933	3540	253
98396	4660	1036
226422	1189	106
98415	6096	996
212980	3426	38
13714	3671	194
213006	4853	87
18557	3046	286
723818	97	0
213409	958	0
213417	4269	25
74137	3132	260
68875	3410	154
213452	6385	473
213464	3632	366
74626	1742	49
21367	9535	0
269116	10379	3
100038653	1879	0
16980	3346	3
17248	3490	682
240752	7929	725
108954	5588	1022
240753	7457	348
100502933	3112	14
68338	1842	13
280287	496	4
19701	1423	0
214253	2279	9
20668	3531	393
20643	492	219
70579	4395	2052
667118	5007	628
240754	2371	1
381290	8292	98
269120	2074	2
116847	3602	1517
100502984	884	0
14264	2859	22
100502999	532	15
12227	3083	7093
667414	432	2
71884	1711	1
12654	1689	63628
53311	1829	15
11539	5786	158
17928	1480	0
68507	6067	18
57439	3169	769
240755	1770	0
72017	1626	425
72674	2024	1696
100861791	590	0
240756	3196	285
98710	1960	258
100503055	641	0
71001	1457	0
75605	6300	464
20980	3386	7
329251	6185	73
67196	1079	9
329252	3623	8
13924	6089	0
100038590	915	0
320139	3264	2
68724	1702	456
171469	2253	1
13710	2000	1388
215615	2301	1156
21854	917	239
93689	3942	63
77552	1190	113
226432	6236	585
215690	12767	101
13007	1770	6105
27280	1467	101
21952	1114	0
16763	2992	67
21956	1194	4
18772	4486	1
226438	8996	1
66241	1750	587
12292	6260	60
329253	508	0
16565	9119	240
76422	2922	1
67313	3013	85
100042513	584	0
383563	1960	0
67886	7823	834
320054	2097	3
67997	2228	104
381293	8770	4
71084	1846	0
226442	5275	384
100503460	489	3
100503474	1199	16
667686	385	0
26424	3857	3
320138	3023	0
735252	87	0
723890	80	1
19264	5664	50
338375	1887	15
59125	3366	605
545363	1930	0
16876	5750	0
69549	571	33
75546	410	0
329260	8314	251
170788	4702	1
71209	1111	0
226470	8362	244
12316	9866	11
14060	2378	0
50702	1732	0
624286	999	1
214403	2887	0
545366	1602	1
12628	4365	841
240776	3957	0
75910	551	0
226472	591	0
214498	2678	287
26878	4578	1
69367	3730	248
20822	8721	703
56207	1851	122
19735	3009	171
100861894	494	0
246709	1497	0
50778	1330	11
624910	459	0
64214	1859	1
215378	3172	0
100043240	3910	0
791353	1179	0
100503781	490	0
18783	2846	97
320019	1098	2
19225	4150	1606
100043257	532	315
100043261	345	10
20028	1247	0
75584	610	0
226499	3242	400
108989	7550	1032
96875	4278	7
545370	18316	218
402734	2640	0
73176	1674	0
117198	5037	1380
66875	3668	902
98685	2665	250
19821	3028	344
100503012	373	65
63913	3939	702
66967	6604	790
69399	9754	234
66637	1133	73
269132	4056	32
19731	3887	105
100861876	505	0
71281	1566	1
67771	1897	1020
100503084	519	0
17970	2596	21
226517	6069	643
226518	4523	6
16782	5164	1868
226519	7622	1599
626058	2827	0
71836	2045	0
13211	4613	1453
74091	1403	2
67792	5804	0
329271	3337	0
19734	2335	189
24014	4758	36
240816	3640	0
240817	1654	1
433365	2527	0
240819	1415	0
14645	2782	2177
100861882	573	0
207678	1877	0
78112	613	0
12290	12697	2
15939	3270	2201
15064	2509	100
58244	2459	596
207792	4611	27
100503411	2791	0
19775	7651	396
433367	1751	1
72482	1942	247
16872	1853	0
100861926	688	0
104009	3361	402
74081	13307	603
208263	4439	893
240832	8112	1374
329274	3687	0
214575	3443	81
170484	3108	14
77352	3297	45
20652	4785	4006
11352	10714	530
30935	3268	387
100503836	636	0
215015	4238	885
78255	7133	66
72713	2190	0
73435	898	0
226525	10046	118
69953	1194	29
226527	1289	135
89867	4651	33
100504090	420	1
240843	4101	1
11899	7224	0
735253	109	0
23850	8585	10
72025	2475	0
26374	5056	196
100217414	118	0
21960	5395	0
67647	5391	376
75255	887	1
329278	5812	11
64659	1970	271
12301	2115	487
29809	9489	909
100316784	109	0
620246	1086	0
620750	465	5
381305	11011	671
11905	2162	4
240869	3883	82
14455	2554	1950
100628588	91	0
100217446	65	29
226539	3581	114
70454	4327	19
226541	4037	158
73844	3723	4
100502590	954	0
11758	2334	4625
22164	1609	0
240873	2064	0
14103	1935	0
226551	6308	763
75368	1164	0
67292	3301	229
103967	7523	28
72753	919	1
474332	7928	3
723821	110	0
387210	110	0
71449	2791	78
53330	2532	233
17926	2080	5
100038657	741	1
226562	10444	1891
226564	1787	25
14261	2326	386
55990	3336	1571
226565	1870	0
14262	2010	26
78258	2956	0
18933	7448	37
98376	2509	106
240879	1053	1
16579	3907	281
240880	4069	273
381306	2912	19
69962	1457	38
20339	2912	4
20343	2321	7
20344	3438	4
100503816	1241	0
14067	7406	3
116914	3546	97
74895	1896	161
66352	4035	214
171567	3011	319
11931	2422	12404
56429	1636	599
433374	1588	0
16963	502	0
69476	357	0
75857	998	0
83993	2662	0
108735	5526	1863
226591	4395	353
240888	1943	3
74106	3306	790
70456	854	661
271639	5209	0
68481	2356	290
100503268	612	0
226594	2670	63
100503283	1514	1
433375	2125	2613
12503	4604	6
18986	13123	183
240892	4025	0
59290	2293	1
98558	1546	0
100039795	8260	5
100503318	2514	6
27878	2145	216
71592	7372	415
226601	1744	0
226604	3012	0
240894	3065	0
100503962	936	0
226610	4986	8
80914	1338	83
68944	4474	551
100862084	376	0
56752	2833	946
66447	635	188
240899	1137	0
100503977	287	1
20183	2363	0
110648	3338	0
18514	9027	1528
66977	2405	8
19737	1809	2
100862094	1412	0
19736	2941	15
78465	1440	7
15490	4574	347
67303	1135	17
18214	8290	261
107652	2283	964
16589	2024	137
545378	399	0
622708	1691	0
26904	1433	1
665574	3833	207
76925	713	1
70729	3684	40
320078	3095	39
226641	7463	962
80915	1374	127
435653	1284	0
98752	1727	3
14130	1547	10
246256	1250	1
14131	1353	9
75472	1034	60
66052	1179	1184
17528	1993	129
66425	1575	46
12355	1414	0
641376	2920	311
11807	521	2
14127	658	25
226646	1606	1567
240913	3673	29
57370	1998	774
19044	1821	388
30941	2185	353
66155	964	400
100862110	308	0
100504072	1662	2
21945	2733	393
27045	1374	517
18637	622	405
68874	1555	102
71740	3504	639
226652	4488	13
22278	1822	406
226654	551	18
16456	2482	2184
56009	1273	38
16429	1140	0
18106	3758	0
17085	2449	1
75345	3977	1
12506	1142	1
100041098	195	142
27218	2688	0
12523	6253	3
100038548	2574	0
100862186	671	0
30925	2443	3
93840	2260	27
18071	2487	0
59287	2855	1084
12847	4629	2460
100504176	730	0
19298	3131	786
98193	3743	1749
18611	2477	694
12372	1874	1
27222	3485	0
98660	6227	438
140559	2234	417
16524	3270	0
16513	5407	2
67556	7569	272
100862199	620	0
98365	1145	3
93842	4249	35
21346	1382	3341
71870	1822	27
71319	941	11
240916	1879	8
74748	2040	0
677296	1914	1
68440	1417	81
100040320	811	0
12944	1698	0
20219	984	0
18313	1050	0
258759	933	0
258758	1063	0
258880	942	0
258881	1034	0
14125	1026	0
258645	991	0
100504232	694	0
13349	1158	0
94332	4159	0
383619	2541	1
240921	2951	5
545384	1294	0
623121	2680	3
236312	3497	10
100033459	2987	21
100504251	716	0
226691	3484	6
15951	2296	4
100504287	1468	0
666028	634	0
100040462	1908	28
381308	1651	2
15950	3793	26
26388	1796	0
226695	1613	4
258712	1004	0
258711	939	0
258713	954	0
258717	943	0
259162	948	0
404222	924	0
258716	948	0
258715	1050	0
258302	1046	0
20739	8405	1
258710	1088	0
66289	803	0
258238	930	0
258709	1010	0
258756	955	0
546747	978	0
54418	6442	1
23893	3745	86
24012	2487	1
14194	1632	782
98256	2498	1
13603	1721	12
12663	6117	131
75820	3817	0
26909	5506	3
319455	3894	0
545389	6930	133
723921	99	0
76816	2619	149
15365	1510	10
23797	4735	94
30928	5106	281
75589	698	0
69428	749	0
11566	2553	771
631584	2790	0
545391	1663	21
78825	4214	329
791357	1199	6
75164	651	0
666295	875	396
320110	427	0
66359	448	283
51810	3670	2887
68226	2539	40
269152	7406	10
69726	3769	110
15278	2448	72
226744	4545	1090
109232	1922	223
226747	8831	760
100503705	1428	0
226751	8656	1772
67426	4076	232
19165	2084	305
277333	3581	32
320404	5101	479
381310	6557	4
11545	3827	499
72568	3377	52
27217	2294	0
170760	3471	685
100504581	591	0
15078	1076	235
208768	3189	404
100504598	177	0
320202	2462	1
100862334	599	0
69051	1599	204
13590	1604	6
208795	3239	1082
13849	1665	911
619326	1898	0
67459	3060	207
98417	3268	296
226757	7047	1449
329307	2505	5
72978	2727	0
403180	1819	3
240960	13996	3
98386	3552	814
433384	1343	2
13800	4288	34
27058	1388	368
625823	921	0
13244	2005	2940
67330	686	0
67948	4913	410
209456	4370	877
12334	3185	1137
170725	3705	2
433386	2055	0
96935	2035	206
53791	3199	79
68897	5030	111
71678	3456	444
108909	3293	200
338366	6678	691
21339	2386	121
78772	2736	0
73363	967	3
63953	2712	103
73590	778	0
74971	1722	0
15284	2149	24
66112	2161	0
67247	1883	931
100316821	82	0
226777	2853	772
226778	4565	11
98732	6988	532
100217449	113	0
381314	3540	863
387189	67	1
387211	112	0
23827	2182	502
107508	4850	909
319562	3406	2
100039138	2761	0
226781	5836	0
114668	709	0
226791	1577	82
21808	4725	31
67223	1213	87
110957	3212	9
74717	1645	10
69308	823	0
67769	4565	278
100862400	1119	26
26381	5580	2
320272	2212	0
22283	15891	0
226823	3703	495
16526	3959	281
100042424	516	195
100039307	642	1
108000	11130	15
19250	10746	246
226830	1605	100
19130	4139	0
100504619	832	0
320119	3995	273
52477	3349	525
226841	4190	1
226844	4087	486
100125339	1649	3
75558	428	2
68972	1258	108
381318	2973	6
381319	712	1
619288	2234	115
11910	1977	8460
100504360	568	41
100861628	406	0
66208	658	197
66950	4204	141
226849	3082	792
100504379	2421	2
76843	4202	12
77065	3252	225
226856	7246	506
18005	3197	20
98736	4362	2
22782	5230	167
74023	3720	5
22033	2102	24
100628582	81	0
100042625	720	658
214742	1597	138
100038712	2612	55
16510	7143	18
226861	2835	16
320952	2041	2
73455	404	0
214791	3401	89
100503471	624	7
329324	1731	0
215193	5548	123
54139	4125	484
319266	3834	55
215243	2121	4
15483	1446	530
14373	843	0
100503531	873	0
16780	4055	3441
215303	2453	7
387201	68	0
74942	578	0
18845	11036	994
100628615	64	0
12490	2621	246
320400	2491	1
320977	5195	42
723963	81	0
387224	88	0
17221	1213	14
12946	1662	441
12902	6207	1
215728	2801	0
619314	1938	0
670558	2817	62
76142	2524	6461
70337	1540	43
213783	7415	31
270685	4332	15
83397	6247	290
381990	3227	193
66084	1849	54
73419	2290	135
100504234	2151	12
13982	4319	2
64009	18115	178
68632	2777	64
22353	1527	0
67141	1807	64
108853	2621	90
56533	8191	1
100041224	522	1
18390	2639	0
320495	8240	2
215748	3448	235
77777	1819	3
237253	3403	43
18537	1917	402
320642	1253	12
69912	1290	43
407824	2188	25
16798	7215	718
23924	1775	321
215751	1557	585
100503695	916	3
67418	2896	299
237256	4093	29
100628581	94	0
68652	4278	1147
338362	4284	30
70097	7183	749
791352	3151	0
320825	2495	5
620417	2980	0
78808	9074	367
215772	5218	10
67844	2054	21
382450	3785	0
14816	6990	0
78056	444	0
268281	9293	297
71865	5114	240
13853	1079	18
22288	12382	1682
320273	1182	24
74732	2396	31
66125	734	341
22634	5260	411
100862331	414	0
75122	1053	0
353258	1769	213
215789	8913	820
66848	3954	1289
56535	2405	462
66757	1453	25
66253	1054	399
15273	9768	517
100504211	3928	0
215798	6505	155
100039571	514	21
66201	1325	243
69412	910	0
76743	1477	0
18101	1173	0
100504235	3401	0
17684	1969	2644
378431	4457	3
380629	3667	457
73112	810	301
19707	2618	338
100045792	2900	2
215814	1166	90
215819	7638	98
56016	1910	1
215821	8216	337
237300	2355	1
73968	2928	2
64058	1901	449
21929	4595	662
100504265	6220	0
94222	2066	0
15979	2099	741
237310	2468	10
237313	2088	0
76157	2629	6
18634	1894	513
26408	5393	838
17761	3895	807
73811	629	0
621697	592	90
72567	5454	1216
71804	2307	10
29863	4127	961
52906	5094	121
100038717	3304	0
100504283	1667	0
17863	3777	17
56422	4893	398
73990	1016	2
237320	2243	2
76924	485	0
67692	1061	0
432436	2206	0
20393	4158	865
114671	1771	0
319887	2292	34
379043	1274	71
667281	952	0
606736	4515	2
56554	1271	0
100038752	4548	0
353169	3762	9
237336	2875	160
100504411	1274	0
100038582	2198	0
21412	1239	161
14051	4099	0
20042	518	294
100529074	105	57
100529075	68	50
76306	2837	384
26464	1811	193
22361	2416	548
111174	999	0
209512	1020	0
493809	1032	0
209513	1044	0
215854	1014	0
215855	1038	0
215856	1077	0
209517	1077	0
435206	1077	0
276742	1077	0
435207	1077	0
215859	1035	0
382348	1035	0
494546	1109	0
503558	1047	0
53331	2500	572
100862153	747	0
59012	3083	0
14219	2403	441
18605	3224	6
209558	2815	6
70208	4946	361
11846	1477	103
432442	3123	928
13822	4464	364
100504474	674	0
73803	865	0
215866	1543	0
77220	4115	3
100040851	1193	0
268288	3554	2
237339	3411	130
667572	1206	0
73910	3616	328
16773	9713	289
100040961	485	5
19272	6177	1024
210757	3981	1
100504516	4347	0
114676	1545	3
67719	1319	0
67412	3948	0
212448	5644	11
52665	3180	51
68031	4404	448
72780	2397	0
100504540	2648	0
66311	1512	5
73681	2359	109
100504586	3440	442
66847	696	150
211329	5338	521
15214	2532	5
69692	718	94
21987	1267	20
100041294	710	147
268291	2860	97
432450	3745	0
76757	4514	0
442820	1844	0
100862254	809	0
215890	2500	0
215895	882	0
57430	1096	0
212892	3650	13
72580	2364	134
414093	7840	5
66521	1082	91
692132	1185	0
270711	3714	0
103511	1786	48
215900	1082	4
212898	4225	91
22110	2696	813
72480	3900	761
319638	2716	237
12813	3130	2
14302	4805	251
100041585	3201	23
319415	3098	0
15182	2004	964
17118	4186	284
215919	1054	0
16775	6046	337
66337	730	7
71924	2929	4
327743	1418	0
14360	3692	193
100504626	1313	2
103213	2867	223
327744	1664	71
19714	10666	382
100504659	947	0
213332	781	13
75299	2400	0
72045	2285	1
100041085	1782	24
215928	5981	9
215929	2679	4
72472	6556	75
67239	1890	78
67371	1020	160
19850	104	0
11702	3206	342
78334	5807	620
70840	2243	0
70503	3000	110
327747	1529	31
71713	3366	288
83767	2550	4
100504721	508	7
140741	1092	0
103199	3263	678
633979	5640	34
268294	2831	210
171580	3563	124
20598	1602	345
73075	1070	39
53599	2830	2620
75973	2749	19
70538	617	0
629461	2137	13
100628609	55	0
103268	2392	74
140742	3339	262
213402	4865	7
624784	2896	5
56484	2889	642
215951	2513	123
666540	1120	1
54198	1377	1005
21907	3233	0
14628	3009	440
140740	6032	2082
268297	4745	0
109205	4980	2
74530	1859	0
71365	2031	53
331623	6049	134
67851	898	91
100862325	514	0
12484	1816	695
414125	1833	0
69443	1060	0
76563	1970	48
170728	2981	78
11630	7416	47
70365	1522	0
11793	2352	381
100316688	93	0
12142	5143	115
19072	2719	821
78977	1851	2
23828	1607	2
380669	5403	0
209462	3785	190
320363	1892	0
100418235	2163	0
