GeneID	Length	CD24-H-6
666642	647	0
17974	2775	516
100861934	1421	2
78896	888	100
67883	1263	259
100503192	585	88
22019	4649	871
433294	1086	0
75623	1265	120
72050	2324	247
246229	3571	215
22592	4010	224
100861960	766	0
403183	3181	0
70676	2976	34
75066	906	0
12825	5564	461
12832	6615	64
73674	2612	232
433297	641	218
53945	3380	13
100042453	717	0
212225	3483	3
227058	12318	1698
100101919	12384	1501
227059	4961	825
442837	542	0
56363	3339	11
442821	2552	0
20324	3055	1898
109019	2838	507
100045066	3051	8
17912	5042	1972
20849	2981	19
100042634	432	1
20846	5356	799
14660	7488	1375
17936	5088	1087
227094	3394	130
98682	5591	1991
16329	1776	165
227095	1704	421
67080	834	2
17700	2682	0
69397	627	0
227099	3032	24
227102	1846	179
72085	2283	95
70396	2362	254
627872	12272	1258
98267	3278	219
329152	11336	76
78016	3807	720
98488	3005	232
241062	10579	53
329154	6140	2235
81898	6192	3888
67876	1733	641
15510	2332	1775
15528	768	505
19070	2826	461
74013	3677	23
212679	2882	94
75388	1258	1
227120	6555	8
626009	1369	29
329159	1906	0
71066	1408	0
212712	5286	12
329160	3728	3
407809	3304	0
75323	2052	0
73467	3008	124
68736	1442	203
68115	1325	157
67198	4045	234
51960	2733	174
68549	5416	33
11761	4382	2088
71724	4360	1438
71872	4973	1
213043	4776	0
66882	2833	1982
12747	3088	2940
70225	1630	282
65102	2105	193
18393	3371	305
100504455	2126	20
213056	8695	453
66495	532	516
100504501	936	7
108812	1579	29
12633	7814	626
12370	2777	302
70827	6240	372
227154	2318	159
73463	2131	1
381259	1972	633
227157	3087	12
74018	7038	247
271697	1477	0
14369	4809	147
381260	3595	2142
22218	1215	575
55989	1976	631
100217459	53	0
100217421	63	1
12168	3507	336
100504533	314	108
72750	5532	606
70375	3650	93
57750	3376	74
241066	2604	151
100504573	431	6
269198	12108	1035
77951	1501	291
329165	5974	486
77300	9117	823
100043027	207	0
100042533	791	0
12487	4317	4
100504618	845	0
12477	1931	2
54167	3254	6
77341	892	0
72823	8392	333
18187	8122	34
74992	895	0
227195	13529	1042
100380944	1802	44
100504668	1301	16
227197	2927	843
55949	1933	1297
100217464	113	14
241070	1606	0
73884	12621	107
23792	6879	6
241073	2427	51
76668	1711	909
75619	3205	196
74426	1756	1
433315	1432	0
93691	1344	74
12912	8421	747
67099	2666	197
69941	713	2
227210	2927	83
14367	6914	437
241075	8562	521
70861	1353	0
667276	1020	0
12968	642	0
12967	635	0
12966	612	0
12965	605	0
12964	615	0
98303	2180	0
15926	2438	580
18711	11255	362
213527	2414	0
12969	622	0
17756	5520	114
100038569	1663	0
329178	13533	0
66646	2630	298
68691	4760	489
11363	1892	1359
100862127	515	0
17901	1111	0
14768	4461	324
227231	4704	0
13869	4257	1
100502712	2069	0
22779	9424	222
66722	2270	1231
320460	4655	0
12021	5448	6
74591	8323	1
108147	2611	700
14268	8312	309
100042814	1193	0
667931	1019	0
71134	1093	0
433319	483	0
381269	2493	37
111175	1186	16
271711	2815	2
22596	2556	532
381270	4187	1522
54380	6715	506
319695	4573	0
19981	588	312
16008	1330	804
16011	5854	18767
21958	427	0
69449	571	0
723792	1560	5
78718	551	0
109198	1801	0
21961	9966	752
435626	2336	1
100862357	817	0
12765	3043	1
227288	1125	0
100316687	67	0
76709	1597	2162
227289	990	0
227290	1820	1610
56695	3501	462
69660	2309	1088
241112	2101	2972
18173	2304	31
227292	2776	744
387219	85	0
22349	3117	7
319651	7196	774
58184	3266	486
18802	3121	3
77264	7472	162
66821	1829	58
57751	1475	292
269209	5235	2407
67534	4253	982
104086	1890	12
241113	2832	4
22420	2068	1
22409	1962	0
12570	2704	0
260298	1479	0
12958	702	10
723900	64	0
241116	5718	14493
16147	2444	48
75570	860	60
22626	2059	18
69171	2738	918
227298	2557	1233
68818	1299	246
74104	2934	915
245860	3764	511
52231	2764	328
74577	3451	624
20872	2885	569
22145	2053	511
381272	767	0
56812	3203	3110
19275	3535	21
19711	710	8
13437	1946	465
13346	2150	46
100503248	676	0
11790	11933	9
69080	1528	238
100862164	449	0
241118	2650	0
74241	3235	551
319998	2185	79
98733	5770	369
16322	1463	180
71728	4458	1601
20536	4441	641
100862333	771	0
620079	2188	0
13838	6328	31
18505	3868	0
100039210	1208	0
433323	3998	20
23874	2132	369
68393	1206	1
74205	3950	4140
195434	3981	344
57814	2463	14
20254	2485	0
100862182	832	0
252903	2876	38
69368	4714	656
100038695	1791	2
69163	1424	231
100862198	480	0
20720	2055	2113
241128	2862	7
26554	2764	2267
72208	394	0
210293	7303	16
241134	4919	0
16367	9163	157
100503073	3039	0
76867	3757	724
100503095	2833	1
12829	7808	62
12828	8609	80
75734	1866	922
66261	1503	0
100044526	654	0
15463	3137	719
80721	2974	12
71386	992	0
20297	802	13
71227	1670	1083
77629	6512	0
98496	2667	18
227325	3632	28
100628595	77	0
14897	9632	2672
66153	900	1411
71781	2349	1
100503433	891	0
381287	1760	0
621875	1334	1
100040135	1348	0
665378	1621	1
620078	1971	4
100040213	891	0
100039794	1073	1
665338	891	0
109032	1971	80
434484	2417	73
100503502	852	0
100503045	659	0
20684	2158	169
319997	1936	13
12283	3800	2912
64294	2024	1601
71141	1148	1
227326	2550	2
70060	1602	0
72792	3331	7
70247	3256	1391
15559	2072	4
78795	5258	763
100861644	653	2
227327	2595	149
383538	483	0
17975	8257	3660
100303740	116	6
80828	68	0
319336	1266	9
14767	1218	3
71863	1721	18
19231	1192	2903
18582	1092	381
26895	2231	227
18159	1042	3
208718	3171	459
11650	2113	0
76768	2337	0
11648	1680	0
13599	2698	1
69453	1999	0
11447	2910	0
11449	1921	0
26987	4928	465
98363	1805	22
227331	5743	656
100040591	1349	594
73234	462	0
53972	3384	710
319977	1676	6
620454	1602	4
23956	2018	54
16331	4938	43
77040	3180	484
100217415	248	2
20215	1718	34
100503175	947	1
227333	5694	1040
227334	5316	626
394430	3242	0
394434	3216	0
394432	3294	5
394435	2293	188
94284	3302	847
394433	3208	0
22236	3206	2
15504	1017	10
394436	3229	7
100040766	7526	7
381280	8439	39
78605	3662	0
171382	3844	0
75396	870	20
14659	1957	0
100503197	2622	46
320982	3967	1298
78650	476	0
73475	603	0
98402	3673	721
77331	591	0
347722	9581	309
74403	3611	0
14472	2126	0
208372	1404	0
74918	3210	3452
12778	2579	91
108679	1843	673
433332	1207	0
12835	10841	105
171531	4484	259
623503	261	0
19329	1950	10
16978	5743	2019
329207	3851	0
51801	3022	207
67921	1363	324
665783	892	80
50880	2207	94
227357	5442	105
100503326	684	0
70788	3020	0
227358	2815	9
67444	1368	945
67086	547	47
55927	1335	1604
18627	5837	1291
74019	3500	8445
65247	6072	818
13345	1312	2
208727	3960	178
67273	1220	583
259040	939	0
258228	936	0
259041	1189	0
259039	1082	0
258274	966	0
258483	972	0
258484	969	0
257890	1121	0
66915	711	363
260301	704	0
14733	3552	110
100504295	543	0
387167	66	0
241158	3243	331
67446	1491	148
108657	3039	1045
100037260	1689	4
23830	2877	595
64095	4396	32
208760	1088	0
16560	8257	1966
11611	1517	5
71874	2362	1638
381284	7348	2327
208777	4474	2016
69821	3315	2244
269224	5119	210
66385	3653	613
404545	3217	5
110611	6238	3785
18000	3335	2094
227377	3912	126
59041	3254	2289
51800	1432	2003
67026	2160	310
66615	2964	502
21915	1310	349
66262	4539	339
98314	3058	234
381334	2846	1
100041596	1185	0
666009	570	6
619597	4059	1
241159	4511	0
18566	1930	1
74689	1565	0
67698	2107	835
20452	5677	33
75381	761	0
100504401	921	1
73454	356	0
75159	583	0
227394	2394	92
329217	3849	175
67854	2475	0
74441	2433	0
634331	2091	0
634346	2300	1
52392	2738	1428
227399	5565	419
252876	2041	130
18484	4103	1087
78603	1178	5
69030	1687	0
70866	2328	0
100504494	800	11
241175	5120	0
100504525	886	0
23836	3722	0
320311	8529	45
100504568	1284	2
27392	6777	473
227446	5406	617
100042023	231	30
21934	5022	35
635504	465	8
227449	6661	366
626049	545	2
98432	6104	402
12043	7749	89
320761	1243	0
70750	5582	288
20479	3272	1048
20724	2565	7
71869	1735	1
241196	1607	0
20248	1629	0
394252	1164	0
383548	1632	0
381286	1659	0
66957	1699	0
116872	1887	0
18788	2047	0
241197	3490	1
20725	3289	57
241201	3353	0
227485	3054	1
319901	5763	217
636808	3915	0
634762	729	0
22099	3040	817
67949	1894	209
76707	7899	513
68204	597	7
81879	9270	261
14633	6708	4
16324	4255	1568
100502628	748	0
64143	2277	395
226351	2830	69
226352	7746	2092
19258	4707	178
66343	3301	86
226356	2511	977
319229	1924	0
170706	1017	18
13167	745	871
73103	1089	38
68428	3177	18
226359	2000	0
17167	1985	9
13798	2554	0
98452	1580	0
72999	2524	889
70829	7256	201
15564	2019	0
66942	2249	111
100502702	453	0
269109	4630	0
74117	2746	1673
74150	2597	1556
71111	2690	158
72585	2047	0
210356	7593	189
107895	3104	438
667090	484	18
72160	2517	9
266645	2303	0
100502745	464	1
72949	3514	584
22625	3936	1148
226407	4251	811
226409	4154	26
226412	4812	388
387147	70	0
67812	4093	1747
226413	6166	3
17219	2901	211
226414	2509	912
12767	1814	133
210417	6253	0
100042740	613	7
13137	1324	84
13136	2527	5958
22789	2034	1
12269	1883	0
12270	754	32
18640	9621	1809
226418	3843	310
212439	2909	324
64435	1911	77
100502856	1065	48
18703	3849	1211
69169	1491	10
93672	1116	0
58181	824	0
329244	1023	0
16153	1306	0
17164	2567	1382
226419	2072	613
16865	2290	740
54354	3405	48
56489	3203	736
14270	8040	1280
108900	2105	74
26361	4148	0
13034	2120	7
226421	2523	8
320718	3640	252
212933	3540	38
98396	4660	839
226422	1189	63
98415	6096	735
212980	3426	373
13714	3671	252
213006	4853	115
18557	3046	143
723818	97	0
213409	958	1
213417	4269	791
74137	3132	259
68875	3410	236
213452	6385	697
213464	3632	298
74626	1742	33
21367	9535	0
269116	10379	0
100038653	1879	0
16980	3346	0
17248	3490	972
240752	7929	700
108954	5588	1847
240753	7457	927
100502933	3112	109
68338	1842	420
280287	496	35
19701	1423	0
214253	2279	31
20668	3531	511
20643	492	310
70579	4395	2310
667118	5007	712
240754	2371	4
381290	8292	336
269120	2074	1
116847	3602	227
100502984	884	0
14264	2859	8
100502999	532	43
12227	3083	18722
667414	432	1
71884	1711	0
12654	1689	1298
53311	1829	1
11539	5786	50
17928	1480	0
68507	6067	12
57439	3169	711
240755	1770	0
72017	1626	240
72674	2024	1214
100861791	590	0
240756	3196	405
98710	1960	357
100503055	641	0
71001	1457	0
75605	6300	872
20980	3386	1
329251	6185	84
67196	1079	56
329252	3623	56
13924	6089	0
100038590	915	0
320139	3264	3
68724	1702	1984
171469	2253	1
13710	2000	3198
215615	2301	833
21854	917	367
93689	3942	28
77552	1190	81
226432	6236	540
215690	12767	74
13007	1770	4633
27280	1467	651
21952	1114	4
16763	2992	147
21956	1194	6
18772	4486	4
226438	8996	1
66241	1750	508
12292	6260	122
329253	508	0
16565	9119	96
76422	2922	3
67313	3013	183
100042513	584	0
383563	1960	0
67886	7823	501
320054	2097	28
67997	2228	168
381293	8770	0
71084	1846	0
226442	5275	360
100503460	489	14
100503474	1199	10
667686	385	1
26424	3857	2
320138	3023	0
735252	87	0
723890	80	0
19264	5664	84
338375	1887	0
59125	3366	1561
545363	1930	0
16876	5750	0
69549	571	37
75546	410	0
329260	8314	331
170788	4702	18
71209	1111	0
226470	8362	362
12316	9866	8
14060	2378	0
50702	1732	0
624286	999	0
214403	2887	1
545366	1602	0
12628	4365	274
240776	3957	1
75910	551	0
226472	591	0
214498	2678	434
26878	4578	23
69367	3730	201
20822	8721	1387
56207	1851	212
19735	3009	52
100861894	494	0
246709	1497	1
50778	1330	13
624910	459	0
64214	1859	8
215378	3172	0
100043240	3910	0
791353	1179	0
100503781	490	0
18783	2846	1461
320019	1098	12
19225	4150	1197
100043257	532	392
100043261	345	2
20028	1247	0
75584	610	0
226499	3242	478
108989	7550	2059
96875	4278	12
545370	18316	238
402734	2640	12
73176	1674	0
117198	5037	3367
66875	3668	1310
98685	2665	630
19821	3028	452
100503012	373	83
63913	3939	107
66967	6604	567
69399	9754	48
66637	1133	103
269132	4056	10
19731	3887	502
100861876	505	34
71281	1566	179
67771	1897	1200
100503084	519	1
17970	2596	18
226517	6069	921
226518	4523	16
16782	5164	657
226519	7622	598
626058	2827	1
71836	2045	2
13211	4613	1938
74091	1403	382
67792	5804	0
329271	3337	0
19734	2335	32
24014	4758	35
240816	3640	19
240817	1654	5
433365	2527	0
240819	1415	0
14645	2782	3953
100861882	573	0
207678	1877	0
78112	613	0
12290	12697	1
15939	3270	4205
15064	2509	2501
58244	2459	485
207792	4611	13
100503411	2791	0
19775	7651	749
433367	1751	1
72482	1942	249
16872	1853	0
100861926	688	2
104009	3361	2747
74081	13307	1424
208263	4439	538
240832	8112	1623
329274	3687	0
214575	3443	1
170484	3108	3
77352	3297	22
20652	4785	732
11352	10714	515
30935	3268	1174
100503836	636	0
215015	4238	618
78255	7133	662
72713	2190	1
73435	898	1
226525	10046	588
69953	1194	30
226527	1289	372
89867	4651	13
100504090	420	0
240843	4101	2
11899	7224	0
735253	109	0
23850	8585	1
72025	2475	0
26374	5056	305
100217414	118	0
21960	5395	46
67647	5391	783
75255	887	12
329278	5812	2003
64659	1970	341
12301	2115	1090
29809	9489	4992
100316784	109	0
620246	1086	0
620750	465	0
381305	11011	1060
11905	2162	8
240869	3883	81
14455	2554	1130
100628588	91	0
100217446	65	15
226539	3581	140
70454	4327	48
226541	4037	357
73844	3723	1566
100502590	954	27
11758	2334	11676
22164	1609	0
240873	2064	0
14103	1935	1
226551	6308	608
75368	1164	0
67292	3301	360
103967	7523	127
72753	919	3
474332	7928	1
723821	110	0
387210	110	0
71449	2791	112
53330	2532	150
17926	2080	4
100038657	741	1
226562	10444	2058
226564	1787	7
14261	2326	424
55990	3336	1567
226565	1870	40
14262	2010	711
78258	2956	0
18933	7448	12
98376	2509	91
240879	1053	0
16579	3907	1918
240880	4069	279
381306	2912	9
69962	1457	23
20339	2912	10
20343	2321	11
20344	3438	10
100503816	1241	0
14067	7406	11
116914	3546	123
74895	1896	4263
66352	4035	598
171567	3011	1049
11931	2422	4826
56429	1636	98
433374	1588	1
16963	502	0
69476	357	0
75857	998	0
83993	2662	0
108735	5526	1432
226591	4395	558
240888	1943	21
74106	3306	787
70456	854	399
271639	5209	3
68481	2356	1447
100503268	612	1
226594	2670	100
100503283	1514	0
433375	2125	2421
12503	4604	18
18986	13123	212
240892	4025	0
59290	2293	1
98558	1546	0
100039795	8260	4
100503318	2514	3
27878	2145	151
71592	7372	343
226601	1744	0
226604	3012	0
240894	3065	0
100503962	936	0
226610	4986	6
80914	1338	81
68944	4474	591
100862084	376	0
56752	2833	537
66447	635	1000
240899	1137	0
100503977	287	0
20183	2363	0
110648	3338	0
18514	9027	1723
66977	2405	6
19737	1809	0
100862094	1412	3
19736	2941	6
78465	1440	22
15490	4574	77
67303	1135	0
18214	8290	73
107652	2283	517
16589	2024	125
545378	399	0
622708	1691	1
26904	1433	3
665574	3833	72
76925	713	2
70729	3684	15
320078	3095	410
226641	7463	1582
80915	1374	76
435653	1284	0
98752	1727	3
14130	1547	6
246256	1250	1
14131	1353	5
75472	1034	5893
66052	1179	993
17528	1993	26
66425	1575	4085
12355	1414	1
641376	2920	227
11807	521	6
14127	658	21
226646	1606	1078
240913	3673	6
57370	1998	622
19044	1821	929
30941	2185	774
66155	964	391
100862110	308	0
100504072	1662	4
21945	2733	406
27045	1374	464
18637	622	517
68874	1555	301
71740	3504	825
226652	4488	21
22278	1822	380
226654	551	332
16456	2482	3157
56009	1273	41
16429	1140	1
18106	3758	3
17085	2449	2
75345	3977	2
12506	1142	9
100041098	195	143
27218	2688	1
12523	6253	11
100038548	2574	0
100862186	671	0
30925	2443	1
93840	2260	9
18071	2487	0
59287	2855	1071
12847	4629	2494
100504176	730	0
19298	3131	675
98193	3743	1998
18611	2477	611
12372	1874	6
27222	3485	0
98660	6227	76
140559	2234	581
16524	3270	2
16513	5407	3
67556	7569	560
100862199	620	0
98365	1145	0
93842	4249	278
21346	1382	5739
71870	1822	2729
71319	941	179
240916	1879	17
74748	2040	9
677296	1914	0
68440	1417	79
100040320	811	8
12944	1698	2
20219	984	0
18313	1050	0
258759	933	0
258758	1063	0
258880	942	0
258881	1034	0
14125	1026	0
258645	991	0
100504232	694	0
13349	1158	3
94332	4159	0
383619	2541	5
240921	2951	3
545384	1294	1
623121	2680	3
236312	3497	8
100033459	2987	26
100504251	716	0
226691	3484	9
15951	2296	3
100504287	1468	3
666028	634	0
100040462	1908	33
381308	1651	2
15950	3793	42
26388	1796	55
226695	1613	0
258712	1004	0
258711	939	0
258713	954	0
258717	943	0
259162	948	0
404222	924	0
258716	948	0
258715	1050	0
258302	1046	0
20739	8405	0
258710	1088	0
66289	803	0
258238	930	0
258709	1010	0
258756	955	0
546747	978	0
54418	6442	117
23893	3745	27
24012	2487	2
14194	1632	896
98256	2498	3
13603	1721	44
12663	6117	424
75820	3817	0
26909	5506	23
319455	3894	2
545389	6930	362
723921	99	0
76816	2619	1104
15365	1510	6
23797	4735	316
30928	5106	921
75589	698	0
69428	749	13
11566	2553	2649
631584	2790	2
545391	1663	10
78825	4214	445
791357	1199	9
75164	651	0
666295	875	887
320110	427	10
66359	448	446
51810	3670	5415
68226	2539	634
269152	7406	632
69726	3769	367
15278	2448	89
226744	4545	1036
109232	1922	1576
226747	8831	1180
100503705	1428	0
226751	8656	1188
67426	4076	176
19165	2084	357
277333	3581	113
320404	5101	1565
381310	6557	2
11545	3827	644
72568	3377	51
27217	2294	0
170760	3471	777
100504581	591	0
15078	1076	381
208768	3189	365
100504598	177	1
320202	2462	0
100862334	599	1
69051	1599	475
13590	1604	29
208795	3239	1870
13849	1665	4256
619326	1898	1
67459	3060	269
98417	3268	485
226757	7047	2396
329307	2505	9
72978	2727	0
403180	1819	1179
240960	13996	13
98386	3552	761
433384	1343	4
13800	4288	2629
27058	1388	414
625823	921	0
13244	2005	547
67330	686	0
67948	4913	595
209456	4370	2310
12334	3185	2084
170725	3705	32
433386	2055	0
96935	2035	90
53791	3199	83
68897	5030	151
71678	3456	475
108909	3293	267
338366	6678	1600
21339	2386	521
78772	2736	13
73363	967	14
63953	2712	195
73590	778	0
74971	1722	0
15284	2149	22
66112	2161	70
67247	1883	820
100316821	82	0
226777	2853	89
226778	4565	10
98732	6988	623
100217449	113	0
381314	3540	1484
387189	67	0
387211	112	0
23827	2182	1114
107508	4850	950
319562	3406	0
100039138	2761	0
226781	5836	0
114668	709	0
226791	1577	80
21808	4725	36
67223	1213	113
110957	3212	2
74717	1645	831
69308	823	0
67769	4565	470
100862400	1119	16
26381	5580	315
320272	2212	0
22283	15891	1
226823	3703	729
16526	3959	1084
100042424	516	337
100039307	642	23
108000	11130	27
19250	10746	1302
226830	1605	224
19130	4139	7
100504619	832	0
320119	3995	288
52477	3349	596
226841	4190	17
226844	4087	393
100125339	1649	10
75558	428	4
68972	1258	108
381318	2973	3
381319	712	2
619288	2234	139
11910	1977	27645
100504360	568	41
100861628	406	0
66208	658	176
66950	4204	136
226849	3082	430
100504379	2421	21
76843	4202	18
77065	3252	282
226856	7246	3309
18005	3197	1829
98736	4362	52
22782	5230	857
74023	3720	654
22033	2102	40
100628582	81	0
100042625	720	1959
214742	1597	181
100038712	2612	66
16510	7143	9
226861	2835	11
320952	2041	0
73455	404	0
214791	3401	19
100503471	624	1
329324	1731	15
215193	5548	134
54139	4125	888
319266	3834	45
215243	2121	3
15483	1446	73
14373	843	0
100503531	873	0
16780	4055	216
215303	2453	0
387201	68	0
74942	578	0
18845	11036	1028
100628615	64	0
12490	2621	147
320400	2491	13
320977	5195	54
723963	81	0
387224	88	0
17221	1213	54
12946	1662	363
12902	6207	5
215728	2801	0
619314	1938	0
670558	2817	31
76142	2524	1435
70337	1540	261
213783	7415	150
270685	4332	231
83397	6247	141
381990	3227	277
66084	1849	58
73419	2290	99
100504234	2151	2697
13982	4319	3
64009	18115	4267
68632	2777	56
22353	1527	0
67141	1807	19
108853	2621	85
56533	8191	1
100041224	522	0
18390	2639	0
320495	8240	8
215748	3448	107
77777	1819	1
237253	3403	160
18537	1917	1125
320642	1253	34
69912	1290	32
407824	2188	33
16798	7215	976
23924	1775	390
215751	1557	833
100503695	916	2
67418	2896	609
237256	4093	6
100628581	94	0
68652	4278	855
338362	4284	7
70097	7183	710
791352	3151	0
320825	2495	47
620417	2980	20
78808	9074	310
215772	5218	3825
67844	2054	24
382450	3785	0
14816	6990	0
78056	444	0
268281	9293	413
71865	5114	649
13853	1079	14
22288	12382	1390
320273	1182	17
74732	2396	32
66125	734	437
22634	5260	815
100862331	414	0
75122	1053	0
353258	1769	270
215789	8913	591
66848	3954	811
56535	2405	533
66757	1453	23
66253	1054	812
15273	9768	571
100504211	3928	3
215798	6505	356
100039571	514	4
66201	1325	450
69412	910	0
76743	1477	0
18101	1173	0
100504235	3401	0
17684	1969	525
378431	4457	10
380629	3667	455
73112	810	216
19707	2618	585
100045792	2900	1099
215814	1166	159
215819	7638	551
56016	1910	53
215821	8216	144
237300	2355	6
73968	2928	142
64058	1901	1526
21929	4595	589
100504265	6220	0
94222	2066	29
15979	2099	940
237310	2468	3
237313	2088	0
76157	2629	180
18634	1894	1345
26408	5393	962
17761	3895	1761
73811	629	0
621697	592	63
72567	5454	2769
71804	2307	17
29863	4127	336
52906	5094	664
100038717	3304	2
100504283	1667	0
17863	3777	3139
56422	4893	619
73990	1016	1
237320	2243	0
76924	485	0
67692	1061	0
432436	2206	0
20393	4158	647
114671	1771	0
319887	2292	5
379043	1274	5
667281	952	0
606736	4515	1
56554	1271	0
100038752	4548	0
353169	3762	853
237336	2875	587
100504411	1274	0
100038582	2198	3
21412	1239	34
14051	4099	2
20042	518	85
100529074	105	14
100529075	68	21
76306	2837	409
26464	1811	84
22361	2416	99
111174	999	0
209512	1020	4
493809	1032	0
209513	1044	0
215854	1014	2
215855	1038	0
215856	1077	0
209517	1077	0
435206	1077	0
276742	1077	0
435207	1077	0
215859	1035	0
382348	1035	0
494546	1109	0
503558	1047	0
53331	2500	740
100862153	747	0
59012	3083	3
14219	2403	205
18605	3224	21
209558	2815	6
70208	4946	403
11846	1477	2
432442	3123	229
13822	4464	362
100504474	674	0
73803	865	0
215866	1543	0
77220	4115	3
100040851	1193	0
268288	3554	3
237339	3411	78
667572	1206	0
73910	3616	3285
16773	9713	61
100040961	485	6
19272	6177	1091
210757	3981	1
100504516	4347	0
114676	1545	1
67719	1319	0
67412	3948	0
212448	5644	1
52665	3180	56
68031	4404	298
72780	2397	0
100504540	2648	0
66311	1512	14
73681	2359	74
100504586	3440	300
66847	696	112
211329	5338	561
15214	2532	12
69692	718	81
21987	1267	32
100041294	710	193
268291	2860	202
432450	3745	0
76757	4514	0
442820	1844	0
100862254	809	0
215890	2500	0
215895	882	0
57430	1096	0
212892	3650	6032
72580	2364	184
414093	7840	15
66521	1082	102
692132	1185	0
270711	3714	0
103511	1786	8
215900	1082	1
212898	4225	76
22110	2696	533
72480	3900	707
319638	2716	440
12813	3130	1
14302	4805	187
100041585	3201	20
319415	3098	0
15182	2004	1098
17118	4186	713
215919	1054	0
16775	6046	292
66337	730	208
71924	2929	40
327743	1418	4
14360	3692	116
100504626	1313	14
103213	2867	625
327744	1664	35
19714	10666	2025
100504659	947	0
213332	781	48
75299	2400	195
72045	2285	6
100041085	1782	85
215928	5981	28
215929	2679	354
72472	6556	842
67239	1890	216
67371	1020	285
19850	104	0
11702	3206	334
78334	5807	597
70840	2243	0
70503	3000	1735
327747	1529	32
71713	3366	400
83767	2550	3
100504721	508	6
140741	1092	0
103199	3263	133
633979	5640	2129
268294	2831	144
171580	3563	57
20598	1602	479
73075	1070	2931
53599	2830	2902
75973	2749	3155
70538	617	2
629461	2137	1163
100628609	55	0
103268	2392	25
140742	3339	208
213402	4865	1249
624784	2896	11
56484	2889	229
215951	2513	597
666540	1120	0
54198	1377	1238
21907	3233	0
14628	3009	335
140740	6032	1331
268297	4745	2
109205	4980	58
74530	1859	3
71365	2031	81
331623	6049	128
67851	898	132
100862325	514	0
12484	1816	30402
414125	1833	1
69443	1060	1
76563	1970	181
170728	2981	244
11630	7416	317
70365	1522	0
